,,,,target,x,y,z
-134.956,-46.8855,-135.034, ,45,45.044,,
-134.963,-46.9751,-135.021, ,45,45.037,,
-134.967,-47.0328,-135.015, ,45,45.033,,
-134.948,-47.1386,-135.018, ,45,45.052,,
-134.952,-47.4348,-134.991, ,45,45.048,,
-134.978,-47.6952,-134.95, ,45,45.022,,
-135.002,-47.8775,-134.917, ,45,44.998,,
-135.019,-47.9988,-134.896, ,45,44.981,,
-135.026,-48.0804,-134.887, ,45,44.974,,
-135.005,-48.317,-134.88, ,45,44.995,,
-135.031,-48.6056,-134.836, ,45,44.969,,
-135.059,-48.8226,-134.798, ,45,44.941,,
-135.078,-48.9694,-134.772, ,45,44.922,,
-135.089,-49.0655,-134.757, ,45,44.911,,
-135.071,-49.2329,-134.754, ,45,44.929,,
-135.091,-49.5287,-134.713, ,45,44.909,,
-135.123,-49.7668,-134.669, ,45,44.877,,
-135.146,-49.9312,-134.639, ,45,44.854,,
-135.161,-50.0394,-134.62, ,45,44.839,,
-135.169,-50.1096,-134.609, ,45,44.831,,
-135.15,-50.326,-134.602, ,45,44.85,,
-135.18,-50.613,-134.554, ,45,44.82,,
-135.213,-50.8316,-134.51, ,45,44.787,,
-135.236,-50.9801,-134.481, ,45,44.764,,
-135.25,-51.0774,-134.463, ,45,44.75,,
-135.239,-51.1938,-134.46, ,45,44.761,,
-135.253,-51.4827,-134.423, ,45,44.747,,
-135.291,-51.7356,-134.372, ,45,44.709,,
-135.321,-51.9139,-134.335, ,45,44.679,,
-135.34,-52.0321,-134.311, ,45,44.66,,
-135.351,-52.1089,-134.297, ,45,44.649,,
-135.336,-52.3278,-134.285, ,45,44.664,,
-135.373,-52.61,-134.231, ,45,44.627,,
-135.41,-52.824,-134.184, ,45,44.59,,
-135.436,-52.9691,-134.153, ,45,44.564,,
-135.452,-53.0641,-134.133, ,45,44.548,,
-135.461,-53.1254,-134.122, ,45,44.539,,
-135.466,-53.1646,-134.116, ,45,44.534,,
-135.446,-53.297,-134.116, ,45,44.554,,
-135.478,-53.5837,-134.065, ,45,44.522,,
-135.522,-53.8199,-134.01, ,45,44.478,,
-135.554,-53.9838,-133.971, ,45,44.446,,
-135.575,-54.092,-133.947, ,45,44.425,,
-135.587,-54.162,-133.932, ,45,44.413,,
-135.595,-54.2268,-133.918, ,45,44.405,,
-135.603,-54.349,-133.896, ,45,44.397,,
-135.624,-54.482,-133.87, ,45,44.376,,
-135.642,-54.4867,-133.864, ,45,44.358,,
-135.63,-54.2709,-133.9, ,45,44.37,,
-135.584,-53.8733,-133.972, ,45,44.416,,
-135.498,-53.3405,-134.09, ,45,44.502,,
-135.405,-52.7376,-134.218, ,45,44.595,,
-135.303,-52.0571,-134.358, ,45,44.697,,
-135.192,-51.3003,-134.507, ,45,44.808,,
-135.071,-50.4574,-134.667, ,45,44.929,,
-134.928,-49.628,-134.846, ,45,45.072,,
-134.809,-48.8986,-134.993, ,45,45.191,,
-134.711,-48.2602,-135.113, ,45,45.289,,
-134.632,-47.7192,-135.209, ,45,45.368,,
-134.564,-47.2524,-135.29, ,45,45.436,,
-134.511,-46.9009,-135.352, ,45,45.489,,
-134.481,-46.6311,-135.388, ,45,45.519,,
-134.455,-46.395,-135.418, ,45,45.545,,
-134.429,-46.2029,-135.448, ,45,45.571,,
-134.41,-46.0922,-135.471, ,45,45.59,,
-134.41,-46.0807,-135.473, ,45,45.59,,
-134.424,-46.1097,-135.457, ,45,45.576,,
-134.437,-46.1365,-135.443, ,45,45.563,,
-134.447,-46.1553,-135.434, ,45,45.553,,
-134.438,-46.212,-135.437, ,45,45.562,,
-134.457,-46.4804,-135.408, ,45,45.543,,
-134.497,-46.726,-135.366, ,45,45.503,,
-134.529,-46.9014,-135.334, ,45,45.471,,
-134.549,-47.0186,-135.314, ,45,45.451,,
-134.561,-47.0954,-135.301, ,45,45.439,,
-134.556,-47.2441,-135.297, ,45,45.444,,
-134.591,-47.5147,-135.256, ,45,45.409,,
-134.632,-47.7334,-135.214, ,45,45.368,,
-134.661,-47.8848,-135.185, ,45,45.339,,
-134.679,-47.985,-135.167, ,45,45.321,,
-134.683,-48.0661,-135.159, ,45,45.317,,
-134.698,-48.3166,-135.134, ,45,45.302,,
-134.743,-48.565,-135.086, ,45,45.257,,
-134.779,-48.7453,-135.049, ,45,45.221,,
-134.802,-48.8664,-135.025, ,45,45.198,,
-134.817,-48.9457,-135.011, ,45,45.183,,
-134.813,-49.0886,-135.005, ,45,45.187,,
-134.853,-49.3569,-134.959, ,45,45.147,,
-134.898,-49.575,-134.912, ,45,45.102,,
-134.93,-49.7262,-134.88, ,45,45.07,,
-134.95,-49.8263,-134.86, ,45,45.05,,
-134.962,-49.8915,-134.847, ,45,45.038,,
-134.963,-49.9559,-134.843, ,45,45.037,,
-134.981,-50.2015,-134.813, ,45,45.019,,
-135.031,-50.4482,-134.76, ,45,44.969,,
-135.071,-50.6276,-134.72, ,45,44.929,,
-135.097,-50.7481,-134.693, ,45,44.903,,
-135.113,-50.8271,-134.677, ,45,44.887,,
-135.112,-50.9737,-134.667, ,45,44.888,,
-135.158,-51.2389,-134.615, ,45,44.842,,
-135.209,-51.4571,-134.563, ,45,44.791,,
-135.242,-51.6006,-134.529, ,45,44.758,,
-135.264,-51.6985,-134.507, ,45,44.736,,
-135.277,-51.7622,-134.494, ,45,44.723,,
-135.273,-51.8498,-134.49, ,45,44.727,,
-135.31,-52.1084,-134.444, ,45,44.69,,
-135.365,-52.3396,-134.387, ,45,44.635,,
-135.406,-52.5036,-134.345, ,45,44.594,,
-135.433,-52.6129,-134.319, ,45,44.567,,
-135.449,-52.6843,-134.303, ,45,44.551,,
-135.45,-52.8226,-134.291, ,45,44.55,,
-135.501,-53.0846,-134.233, ,45,44.499,,
-135.555,-53.2975,-134.177, ,45,44.445,,
-135.593,-53.4452,-134.138, ,45,44.407,,
-135.618,-53.5429,-134.114, ,45,44.382,,
-135.632,-53.6065,-134.099, ,45,44.368,,
-135.631,-53.6964,-134.092, ,45,44.369,,
-135.674,-53.9521,-134.039, ,45,44.326,,
-135.735,-54.1794,-133.976, ,45,44.265,,
-135.779,-54.3404,-133.931, ,45,44.221,,
-135.808,-54.4476,-133.902, ,45,44.192,,
-135.826,-54.5176,-133.884, ,45,44.174,,
-135.837,-54.563,-133.874, ,45,44.163,,
-135.843,-54.7397,-133.852, ,45,44.157,,
-135.907,-54.9933,-133.784, ,45,44.093,,
-135.964,-55.1886,-133.726, ,45,44.036,,
-136.003,-55.3221,-133.686, ,45,43.997,,
-136.027,-55.4099,-133.662, ,45,43.973,,
-136.037,-55.474,-133.649, ,45,43.963,,
-136.066,-55.7025,-133.606, ,45,43.934,,
-136.134,-55.9423,-133.535, ,45,43.866,,
-136.189,-56.118,-133.48, ,45,43.811,,
-136.224,-56.2363,-133.444, ,45,43.776,,
-136.247,-56.3138,-133.421, ,45,43.753,,
-136.254,-56.4481,-133.402, ,45,43.746,,
-136.318,-56.702,-133.331, ,45,43.682,,
-136.384,-56.9089,-133.263, ,45,43.616,,
-136.43,-57.0523,-133.216, ,45,43.57,,
-136.46,-57.1471,-133.186, ,45,43.54,,
-136.478,-57.2089,-133.168, ,45,43.522,,
-136.489,-57.2488,-133.157, ,45,43.511,,
-136.486,-57.3165,-133.151, ,45,43.514,,
-136.54,-57.5608,-133.086, ,45,43.46,,
-136.615,-57.7841,-133.009, ,0,43.385,,
-136.668,-57.8967,-132.955, ,1,43.332,,
-136.657,-57.8991,-132.959, ,2,43.343,,
-136.647,-57.8999,-132.965, ,3,43.353,,
-136.639,-57.899,-132.968, ,4,43.361,,
-136.634,-57.8981,-132.974, ,5,43.366,,
-136.631,-57.8994,-132.974, ,6,43.369,,
-136.633,-57.8983,-132.973, ,7,43.367,,
-136.633,-57.8979,-132.971, ,8,43.367,,
-136.631,-57.8967,-132.974, ,9,43.369,,
-136.633,-57.8965,-132.972, ,10,43.367,,
-136.632,-57.8944,-132.974, ,11,43.368,,
-136.633,-57.8943,-132.972, ,12,43.367,,
-136.627,-57.8903,-132.981, ,13,43.373,,
