,,,,target,x,y,z
-136.635,-57.8933,-132.973, ,14,43.365,,
-136.633,-57.8912,-132.974, ,15,43.367,,
-136.634,-57.8885,-132.976, ,16,43.366,,
-136.633,-57.889,-132.976, ,17,43.367,,
-136.637,-57.8902,-132.971, ,18,43.363,,
-136.634,-57.8875,-132.975, ,19,43.366,,
-136.635,-57.887,-132.976, ,20,43.365,,
-136.633,-57.8875,-132.977, ,21,43.367,,
-136.632,-57.8832,-132.98, ,22,43.368,,
-136.635,-57.8857,-132.976, ,23,43.365,,
-136.636,-57.8834,-132.976, ,24,43.364,,
-136.638,-57.8834,-132.974, ,25,43.362,,
-136.634,-57.8801,-132.98, ,26,43.366,,
-136.639,-57.8816,-132.976, ,27,43.361,,
-136.637,-57.8804,-132.978, ,28,43.363,,
-136.64,-57.8799,-132.975, ,29,43.36,,
-136.638,-57.8779,-132.977, ,30,43.362,,
-136.639,-57.8767,-132.977, ,31,43.361,,
-136.641,-57.8774,-132.976, ,32,43.359,,
-136.641,-57.8763,-132.977, ,33,43.359,,
-136.639,-57.8746,-132.977, ,34,43.361,,
-136.638,-57.8732,-132.982, ,35,43.362,,
-136.641,-57.8734,-132.977, ,36,43.359,,
-136.641,-57.8726,-132.979, ,37,43.359,,
-136.644,-57.8734,-132.975, ,38,43.356,,
-136.641,-57.8709,-132.98, ,39,43.359,,
-136.643,-57.8719,-132.975, ,40,43.357,,
-136.642,-57.8696,-132.98, ,41,43.358,,
-136.644,-57.8698,-132.978, ,42,43.356,,
-136.643,-57.8683,-132.978, ,43,43.357,,
-136.642,-57.867,-132.981, ,44,43.358,,
-136.642,-57.868,-132.98, ,45,43.358,,
-136.646,-57.8669,-132.978, ,46,43.354,,
-136.647,-57.8665,-132.975, ,47,43.353,,
-136.646,-57.8654,-132.979, ,48,43.354,,
-136.648,-57.8654,-132.976, ,49,43.352,,
-136.647,-57.8636,-132.978, ,50,43.353,,
-136.648,-57.8637,-132.976, ,51,43.352,,
-136.642,-57.8599,-132.984, ,52,43.358,,
-136.65,-57.8631,-132.976, ,53,43.35,,
-136.648,-57.8613,-132.978, ,54,43.352,,
-136.649,-57.8588,-132.979, ,55,43.351,,
-136.648,-57.8595,-132.98, ,56,43.352,,
-136.651,-57.861,-132.975, ,57,43.349,,
-136.649,-57.8585,-132.978, ,58,43.351,,
-136.65,-57.8582,-132.979, ,59,43.35,,
-136.647,-57.859,-132.98, ,60,43.353,,
-136.646,-57.8548,-132.984, ,61,43.354,,
-136.649,-57.8576,-132.979, ,62,43.351,,
-136.651,-57.8555,-132.98, ,63,43.349,,
-136.653,-57.8558,-132.978, ,64,43.347,,
-136.648,-57.8527,-132.983, ,65,43.352,,
-136.653,-57.8544,-132.979, ,66,43.347,,
-136.651,-57.8535,-132.981, ,67,43.349,,
-136.653,-57.8532,-132.978, ,68,43.347,,
-136.651,-57.8514,-132.98, ,69,43.349,,
-136.653,-57.8504,-132.98, ,70,43.347,,
-136.654,-57.8513,-132.979, ,71,43.346,,
-136.654,-57.8504,-132.98, ,72,43.346,,
-136.652,-57.849,-132.98, ,73,43.348,,
-136.651,-57.8477,-132.985, ,74,43.349,,
-136.654,-57.8481,-132.98, ,75,43.346,,
-136.653,-57.8476,-132.982, ,76,43.347,,
-136.657,-57.8485,-132.978, ,77,43.343,,
-136.654,-57.8462,-132.983, ,78,43.346,,
-136.655,-57.8474,-132.978, ,79,43.345,,
-136.655,-57.8453,-132.983, ,80,43.345,,
-136.656,-57.8458,-132.981, ,81,43.344,,
-136.649,-57.8576,-132.98, ,82,43.351,,
-136.637,-57.8734,-132.983, ,83,43.363,,
-136.633,-57.8855,-132.978, ,84,43.367,,
-136.628,-57.8921,-132.978, ,85,43.372,,
-136.626,-57.8973,-132.976, ,86,43.374,,
-136.622,-57.8988,-132.978, ,87,43.378,,
-136.62,-57.8999,-132.981, ,88,43.38,,
-136.612,-57.9125,-132.981, ,89,43.388,,
-136.607,-57.9306,-132.975, ,90,43.393,,
-136.6,-57.9407,-132.974, ,91,43.4,,
-136.598,-57.9481,-132.974, ,92,43.402,,
-136.598,-57.9534,-132.969, ,93,43.402,,
-136.598,-57.9573,-132.967, ,94,43.402,,
-136.594,-57.9573,-132.971, ,95,43.406,,
-136.592,-57.9575,-132.972, ,96,43.408,,
-136.587,-57.9709,-132.97, ,97,43.413,,
-136.581,-57.9876,-132.967, ,98,43.419,,
-136.574,-57.9971,-132.963, ,99,43.426,,
-136.572,-58.004,-132.964, ,100,43.428,,
-136.571,-58.0091,-132.961, ,101,43.429,,
-136.571,-58.0122,-132.959, ,102,43.429,,
-136.569,-58.0133,-132.962, ,103,43.431,,
-136.567,-58.0133,-132.96, ,104,43.433,,
-136.566,-58.0134,-132.963, ,105,43.434,,
-136.569,-58.0149,-132.962, ,106,43.431,,
-136.569,-58.015,-132.961, ,107,43.431,,
-136.57,-58.0153,-132.96, ,108,43.43,,
-136.573,-58.0166,-132.957, ,109,43.427,,
-136.568,-58.0133,-132.961, ,110,43.432,,
-136.566,-58.012,-132.964, ,111,43.434,,
-136.57,-58.0132,-132.961, ,112,43.43,,
-136.567,-58.0118,-132.964, ,113,43.433,,
-136.558,-58.0253,-132.966, ,114,43.442,,
-136.554,-58.0391,-132.961, ,115,43.446,,
-136.547,-58.0463,-132.962, ,116,43.453,,
-136.544,-58.0516,-132.961, ,117,43.456,,
-136.543,-58.0557,-132.961, ,118,43.457,,
-136.541,-58.0567,-132.959, ,119,43.459,,
-136.543,-58.0594,-132.957, ,120,43.457,,
-136.542,-58.06,-132.958, ,121,43.458,,
-136.54,-58.0591,-132.96, ,122,43.46,,
-136.538,-58.0581,-132.963, ,123,43.462,,
-136.54,-58.0673,-132.958, ,124,43.46,,
-136.531,-58.0809,-132.958, ,125,43.469,,
-136.526,-58.0905,-132.956, ,126,43.474,,
-136.519,-58.0964,-132.959, ,127,43.481,,
-136.516,-58.0984,-132.961, ,128,43.484,,
-136.513,-58.1,-132.962, ,129,43.487,,
-136.516,-58.1033,-132.957, ,130,43.484,,
-136.51,-58.1176,-132.955, ,131,43.49,,
-136.505,-58.1302,-132.953, ,132,43.495,,
-136.498,-58.1359,-132.955, ,133,43.502,,
-136.494,-58.1399,-132.956, ,134,43.506,,
-136.496,-58.1434,-132.952, ,135,43.504,,
-136.493,-58.1457,-132.954, ,136,43.507,,
-136.495,-58.1473,-132.95, ,137,43.505,,
-136.49,-58.1462,-132.955, ,138,43.51,,
-136.493,-58.1479,-132.954, ,139,43.507,,
-136.493,-58.1481,-132.953, ,140,43.507,,
-136.494,-58.1485,-132.952, ,141,43.506,,
-136.497,-58.1499,-132.949, ,142,43.503,,
-136.492,-58.1468,-132.953, ,143,43.508,,
-136.49,-58.1455,-132.956, ,144,43.51,,
-136.493,-58.1468,-132.953, ,145,43.507,,
-136.491,-58.1454,-132.956, ,146,43.509,,
-136.49,-58.1443,-132.958, ,147,43.51,,
-136.493,-58.1455,-132.953, ,148,43.507,,
-136.492,-58.1445,-132.955, ,149,43.508,,
-136.493,-58.1443,-132.954, ,150,43.507,,
-136.494,-58.1448,-132.955, ,151,43.506,,
-136.493,-58.1436,-132.953, ,152,43.507,,
-136.496,-58.1447,-132.95, ,153,43.504,,
-136.496,-58.1443,-132.952, ,154,43.504,,
-136.494,-58.1428,-132.954, ,155,43.506,,
-136.492,-58.1415,-132.957, ,156,43.508,,
-136.498,-58.144,-132.952, ,157,43.502,,
-136.497,-58.1432,-132.952, ,158,43.503,,
-136.498,-58.1431,-132.951, ,159,43.502,,
-136.5,-58.1441,-132.948, ,160,43.5,,
-136.494,-58.1405,-132.956, ,161,43.506,,
-136.495,-58.1406,-132.956, ,162,43.505,,
-136.496,-58.1409,-132.953, ,163,43.504,,
-136.497,-58.1408,-132.954, ,164,43.503,,
-136.495,-58.1395,-132.957, ,165,43.505,,
-136.496,-58.1396,-132.954, ,166,43.504,,
-136.496,-58.1393,-132.955, ,167,43.504,,
-136.495,-58.1384,-132.956, ,168,43.505,,
-136.499,-58.1402,-132.952, ,169,43.501,,
-136.494,-58.1369,-132.956, ,170,43.506,,
-136.496,-58.1379,-132.954, ,171,43.504,,
-136.498,-58.1384,-132.953, ,172,43.502,,
-136.496,-58.1369,-132.956, ,173,43.504,,
-136.496,-58.1369,-132.957, ,174,43.504,,
-136.501,-58.1388,-132.951, ,175,43.499,,
-136.499,-58.1374,-132.952, ,176,43.501,,
-136.499,-58.1371,-132.951, ,177,43.501,,
-136.502,-58.138,-132.949, ,178,43.498,,
-136.498,-58.1358,-132.956, ,179,43.502,,
-136.5,-58.1366,-132.954, ,180,43.5,,
-136.498,-58.1352,-132.955, ,181,43.502,,
-136.501,-58.1362,-132.953, ,182,43.499,,
-136.5,-58.136,-132.954, ,183,43.5,,
-136.498,-58.1344,-132.956, ,184,43.502,,
-136.5,-58.135,-132.954, ,185,43.5,,
-136.499,-58.1343,-132.956, ,186,43.501,,
-136.502,-58.1355,-132.951, ,187,43.498,,
-136.495,-58.1318,-132.958, ,188,43.505,,
-136.498,-58.1326,-132.956, ,189,43.502,,
-136.499,-58.133,-132.955, ,190,43.501,,
-136.498,-58.1322,-132.958, ,191,43.502,,
-136.501,-58.1333,-132.954, ,192,43.499,,
-136.502,-58.1335,-132.951, ,193,43.498,,
-136.5,-58.132,-132.955, ,194,43.5,,
-136.499,-58.1314,-132.955, ,195,43.501,,
-136.501,-58.132,-132.953, ,196,43.499,,
-136.502,-58.1321,-132.954, ,197,43.498,,
-136.503,-58.1325,-132.953, ,198,43.497,,
-136.501,-58.1312,-132.956, ,199,43.499,,
-136.502,-58.1315,-132.953, ,200,43.498,,
-136.504,-58.1325,-132.952, ,201,43.496,,
-136.502,-58.1308,-132.956, ,202,43.498,,
-136.502,-58.1307,-132.954, ,203,43.498,,
-136.504,-58.1311,-132.954, ,204,43.496,,
-136.503,-58.1306,-132.952, ,205,43.497,,
-136.497,-58.1273,-132.96, ,206,43.503,,
-136.499,-58.128,-132.958, ,207,43.501,,
-136.501,-58.1285,-132.957, ,208,43.499,,
-136.502,-58.1293,-132.957, ,209,43.498,,
-136.504,-58.1297,-132.953, ,210,43.496,,
-136.502,-58.1283,-132.955, ,211,43.498,,
-136.501,-58.1274,-132.957, ,212,43.499,,
-136.5,-58.1269,-132.957, ,213,43.5,,
-136.501,-58.127,-132.956, ,214,43.499,,
-136.504,-58.1281,-132.954, ,215,43.496,,
-136.504,-58.1282,-132.953, ,216,43.496,,
-136.504,-58.1279,-132.954, ,217,43.496,,
-136.503,-58.127,-132.956, ,218,43.497,,
-136.506,-58.1287,-132.951, ,219,43.494,,
-136.506,-58.1281,-132.953, ,220,43.494,,
-136.503,-58.1264,-132.956, ,221,43.497,,
-136.506,-58.1277,-132.953, ,222,43.494,,
-136.503,-58.1258,-132.955, ,223,43.497,,
-136.501,-58.1249,-132.96, ,224,43.499,,
-136.502,-58.1253,-132.958, ,225,43.498,,
-136.504,-58.1257,-132.957, ,226,43.496,,
-136.507,-58.1272,-132.954, ,227,43.493,,
-136.505,-58.1258,-132.953, ,228,43.495,,
-136.502,-58.1242,-132.957, ,229,43.498,,
-136.503,-58.1245,-132.957, ,230,43.497,,
-136.501,-58.1231,-132.959, ,231,43.499,,
-136.502,-58.1233,-132.958, ,232,43.498,,
-136.505,-58.1244,-132.956, ,233,43.495,,
-136.504,-58.1241,-132.955, ,234,43.496,,
-136.505,-58.1242,-132.954, ,235,43.495,,
-136.504,-58.1234,-132.957, ,236,43.496,,
-136.507,-58.1245,-132.952, ,237,43.493,,
-136.508,-58.125,-132.952, ,238,43.492,,
-136.506,-58.1238,-132.956, ,239,43.494,,
-136.504,-58.1301,-132.953, ,240,43.496,,
-136.498,-58.1331,-132.957, ,241,43.502,,
-136.499,-58.1376,-132.955, ,242,43.501,,
-136.498,-58.1397,-132.954, ,243,43.502,,
-136.498,-58.1414,-132.953, ,244,43.502,,
-136.5,-58.1437,-132.95, ,245,43.5,,
-136.495,-58.1413,-132.954, ,246,43.505,,
-136.491,-58.1453,-132.957, ,247,43.509,,
-136.492,-58.1522,-132.952, ,248,43.508,,
-136.489,-58.1546,-132.955, ,249,43.511,,
-136.486,-58.156,-132.955, ,0,43.514,,
-136.489,-58.159,-132.951, ,1,43.511,,
-136.487,-58.1593,-132.952, ,2,43.513,,
-136.488,-58.1647,-132.948, ,3,43.512,,
-136.485,-58.1706,-132.948, ,4,43.515,,
-136.486,-58.1745,-132.944, ,5,43.514,,
-136.481,-58.1752,-132.948, ,6,43.519,,
-136.48,-58.1765,-132.951, ,7,43.52,,
-136.483,-58.1791,-132.946, ,8,43.517,,
-136.484,-58.1801,-132.944, ,9,43.516,,
-136.487,-58.183,-132.941, ,10,43.513,,
-136.48,-58.1862,-132.944, ,11,43.52,,
-136.476,-58.1895,-132.945, ,12,43.524,,
-136.478,-58.1938,-132.941, ,13,43.522,,
-136.477,-58.1951,-132.94, ,14,43.523,,
-136.478,-58.1965,-132.939, ,15,43.522,,
-136.474,-58.2001,-132.941, ,16,43.526,,
-136.475,-58.2062,-132.935, ,17,43.525,,
-136.471,-58.2081,-132.938, ,18,43.529,,
-136.468,-58.2093,-132.943, ,19,43.532,,
-136.469,-58.2112,-132.941, ,20,43.531,,
-136.469,-58.2127,-132.939, ,21,43.531,,
-136.473,-58.2149,-132.937, ,22,43.527,,
-136.471,-58.2139,-132.936, ,23,43.529,,
-136.467,-58.2127,-132.939, ,24,43.533,,
-136.468,-58.2132,-132.94, ,25,43.532,,
-136.466,-58.2119,-132.942, ,26,43.534,,
-136.466,-58.2122,-132.941, ,27,43.534,,
-136.469,-58.2134,-132.938, ,28,43.531,,
-136.469,-58.2132,-132.938, ,29,43.531,,
-136.47,-58.2134,-132.937, ,30,43.53,,
-136.469,-58.2126,-132.94, ,31,43.531,,
-136.471,-58.2138,-132.934, ,32,43.529,,
-136.473,-58.2143,-132.935, ,33,43.527,,
-136.47,-58.213,-132.938, ,34,43.53,,
-136.472,-58.2133,-132.935, ,35,43.528,,
-136.468,-58.2115,-132.94, ,36,43.532,,
-136.47,-58.2136,-132.938, ,37,43.53,,
-136.469,-58.2186,-132.936, ,38,43.531,,
-136.468,-58.2224,-132.934, ,39,43.532,,
-136.47,-58.2262,-132.931, ,40,43.53,,
-136.464,-58.2247,-132.935, ,41,43.536,,
-136.462,-58.2247,-132.938, ,42,43.538,,
-136.464,-58.2285,-132.933, ,43,43.536,,
-136.459,-58.2317,-132.936, ,44,43.541,,
-136.46,-58.2364,-132.932, ,45,43.54,,
-136.458,-58.2368,-132.933, ,46,43.542,,
-136.46,-58.2392,-132.927, ,47,43.54,,
-136.461,-58.2406,-132.928, ,48,43.539,,
-136.458,-58.2404,-132.931, ,49,43.542,,
-136.456,-58.245,-132.928, ,50,43.544,,
-136.45,-58.2462,-132.932, ,51,43.55,,
-136.452,-58.2496,-132.931, ,52,43.548,,
-136.451,-58.2509,-132.93, ,53,43.549,,
-136.451,-58.2521,-132.928, ,54,43.549,,
-136.454,-58.2541,-132.926, ,55,43.546,,
-136.449,-58.2515,-132.93, ,56,43.551,,
-136.447,-58.2507,-132.933, ,57,43.553,,
-136.45,-58.2523,-132.929, ,58,43.55,,
-136.447,-58.2513,-132.933, ,59,43.553,,
-136.446,-58.2504,-132.934, ,60,43.554,,
-136.449,-58.2519,-132.93, ,61,43.551,,
-136.448,-58.2517,-132.932, ,62,43.552,,
-136.445,-58.2558,-132.931, ,63,43.555,,
-136.444,-58.2592,-132.931, ,64,43.556,,
-136.442,-58.26,-132.93, ,65,43.558,,
-136.444,-58.2625,-132.927, ,66,43.556,,
-136.443,-58.2632,-132.929, ,67,43.557,,
-136.441,-58.2624,-132.931, ,68,43.559,,
-136.438,-58.2617,-132.934, ,69,43.562,,
-136.443,-58.2646,-132.929, ,70,43.557,,
-136.443,-58.2642,-132.929, ,71,43.557,,
-136.443,-58.2644,-132.928, ,72,43.557,,
-136.446,-58.2657,-132.925, ,73,43.554,,
-136.439,-58.2623,-132.933, ,74,43.561,,
-136.44,-58.2627,-132.933, ,75,43.56,,
-136.441,-58.2632,-132.93, ,76,43.559,,
-136.442,-58.2634,-132.931, ,77,43.558,,
-136.425,-58.2844,-132.942, ,78,43.575,,
-136.289,-58.3679,-133.032, ,79,43.711,,
-136.138,-58.4222,-133.102, ,80,43.862,,
-136.228,-58.3324,-133.013, ,81,43.772,,
-136.619,-58.1151,-132.775, ,82,43.381,,
-137.142,-57.7712,-132.499, ,83,42.858,,
-137.716,-57.2385,-132.226, ,84,42.284,,
-138.312,-56.5326,-131.972, ,85,41.688,,
-138.929,-55.6762,-131.738, ,86,41.071,,
-139.556,-54.6848,-131.534, ,87,40.444,,
-140.202,-53.5588,-131.357, ,88,39.798,,
-140.872,-52.2786,-131.216, ,89,39.128,,
-141.613,-50.7485,-131.089, ,90,38.387,,
-142.434,-48.9159,-131.028, ,91,37.566,,
-143.256,-46.9007,-131.069, ,92,36.744,,
-144.045,-44.7668,-131.202, ,93,35.955,,
-144.857,-42.4207,-131.414, ,94,35.143,,
-145.684,-39.8837,-131.733, ,95,34.316,,
-146.506,-37.1878,-132.158, ,96,33.494,,
-147.349,-34.2919,-132.697, ,97,32.651,,
-148.211,-31.2155,-133.357, ,98,31.789,,
-149.109,-27.9469,-134.141, ,99,30.891,,
-150.052,-24.4924,-135.059, ,100,29.948,,
-151.044,-20.8733,-136.116, ,101,28.956,,
-152.111,-17.0885,-137.314, ,102,27.889,,
-153.265,-13.1584,-138.663, ,103,26.735,,
-154.534,-9.08525,-140.173, ,104,25.466,,
-155.941,-4.88158,-141.86, ,105,24.059,,
-157.522,-0.556344,-143.744, ,106,22.478,,
-159.311,3.8733,-145.853, ,107,20.689,,
-161.356,8.38333,-148.215, ,108,18.644,,
-163.712,12.9424,-150.87, ,109,16.288,,
-166.426,17.4948,-153.854, ,110,13.574,,
-169.584,22.0031,-157.23, ,111,10.416,,
-173.279,26.4142,-161.075, ,112,6.721,,
-177.626,30.6648,-165.487, ,113,2.374,,
177.289,34.645,-170.533, ,114,357.289,,
171.373,38.2349,-176.284, ,115,351.373,,
164.554,41.3055,177.212, ,116,344.554,,
156.744,43.7215,169.902, ,117,336.744,,
148.147,45.3366,162.003, ,118,328.147,,
139.069,46.0276,153.846, ,119,319.069,,
129.87,45.7514,145.824, ,120,309.87,,
120.929,44.5484,138.341, ,121,300.929,,
112.543,42.5234,131.725, ,122,292.543,,
104.877,39.8205,126.165, ,123,284.877,,
97.98,36.5995,121.74, ,124,277.98,,
91.8097,33.0162,118.431, ,125,271.8097,,
86.2942,29.2169,116.176, ,126,266.2942,,
81.3816,25.3553,114.905, ,127,261.3816,,
76.9815,21.5136,114.511, ,128,256.9815,,
73.0234,17.7611,114.896, ,129,253.0234,,
69.456,14.1433,115.966, ,130,249.456,,
66.244,10.6799,117.633, ,131,246.244,,
63.4126,7.4479,119.774, ,132,243.4126,,
60.9575,4.40322,122.275, ,133,240.9575,,
58.8509,1.49098,125.035, ,134,238.8509,,
57.0949,-1.27755,127.922, ,135,237.0949,,
55.6515,-3.99383,130.84, ,136,235.6515,,
54.4713,-6.71778,133.727, ,137,234.4713,,
53.511,-9.49198,136.524, ,138,233.511,,
52.7273,-12.3537,139.184, ,139,232.7273,,
52.0752,-15.3282,141.668, ,140,232.0752,,
51.5162,-18.4328,143.946, ,141,231.5162,,
51.0083,-21.6736,146.002, ,142,231.0083,,
50.5115,-25.0495,147.825, ,143,230.5115,,
49.9988,-28.552,149.41, ,144,229.9988,,
49.4453,-32.1338,150.75, ,145,229.4453,,
48.8185,-35.7828,151.864, ,146,228.8185,,
48.0903,-39.4776,152.773, ,147,228.0903,,
47.2421,-43.1897,153.505, ,148,227.2421,,
46.246,-46.9096,154.09, ,149,226.246,,
45.088,-50.5889,154.558, ,150,225.088,,
43.7345,-54.2,154.957, ,151,223.7345,,
42.1382,-57.7268,155.354, ,152,222.1382,,
40.2616,-61.1431,155.804, ,153,220.2616,,
38.0326,-64.43,156.4, ,154,218.0326,,
35.3923,-67.5511,157.231, ,155,215.3923,,
32.1969,-70.4868,158.466, ,156,212.1969,,
28.2734,-73.2178,160.3, ,157,208.2734,,
23.3913,-75.7206,162.989, ,158,203.3913,,
17.1899,-77.9601,166.922, ,159,197.1899,,
9.23784,-79.8994,172.551, ,160,189.23784,,
-0.996184,-81.4802,-179.566, ,161,179.003816,,
-13.7867,-82.6423,-169.139, ,162,166.2133,,
-28.6061,-83.3217,-156.664, ,163,151.3939,,
-44.003,-83.5202,-143.591, ,164,135.997,,
-57.8598,-83.3251,-132.002, ,165,122.1402,,
-69.3169,-82.8483,-122.759, ,166,110.6831,,
-78.2803,-82.2336,-115.949, ,167,101.7197,,
-84.9967,-81.5881,-111.259, ,168,95.0033,,
-90.2254,-80.8959,-107.978, ,169,89.7746,,
-94.4622,-80.2281,-105.65, ,170,85.5378,,
-97.6363,-79.7012,-104.17, ,171,82.3637,,
-99.8111,-79.2804,-103.359, ,172,80.1889,,
-101.455,-78.8722,-102.888, ,173,78.545,,
-102.842,-78.4891,-102.586, ,174,77.158,,
-104.052,-78.141,-102.404, ,175,75.948,,
-105.101,-77.8366,-102.315, ,176,74.899,,
-105.979,-77.5848,-102.294, ,177,74.021,,
-106.666,-77.3926,-102.314, ,178,73.334,,
-107.144,-77.2637,-102.351, ,179,72.856,,
-107.406,-77.1961,-102.385, ,180,72.594,,
-107.457,-77.1796,-102.411, ,181,72.543,,
-107.36,-77.1551,-102.469, ,182,72.64,,
-107.276,-77.1265,-102.51, ,183,72.724,,
-107.218,-77.1064,-102.538, ,184,72.782,,
-107.176,-77.0935,-102.561, ,185,72.824,,
-107.145,-77.0857,-102.582, ,186,72.855,,
-107.121,-77.0812,-102.601, ,187,72.879,,
-107.103,-77.0789,-102.617, ,188,72.897,,
-107.545,-77.3915,-102.132, ,189,72.455,,
-108.429,-77.812,-101.209, ,190,71.571,,
-109.114,-78.1224,-100.498, ,191,70.886,,
-109.579,-78.3381,-100.016, ,192,70.421,,
-109.884,-78.4869,-99.7011, ,193,70.116,,
-110.08,-78.5898,-99.4991, ,194,69.92,,
-110.204,-78.6612,-99.3718, ,195,69.796,,
-110.281,-78.7111,-99.2934, ,196,69.719,,
-110.327,-78.746,-99.2468, ,197,69.673,,
-110.455,-78.8567,-99.1006, ,198,69.545,,
-111.536,-79.2832,-97.9739, ,199,68.464,,
-112.586,-79.6393,-96.8923, ,200,67.414,,
-113.341,-79.8905,-96.1178, ,201,66.659,,
-113.851,-80.0641,-95.5958, ,202,66.149,,
-114.188,-80.1842,-95.2518, ,203,65.812,,
-114.407,-80.2675,-95.0283, ,204,65.593,,
-114.999,-80.4964,-94.4026, ,205,65.001,,
-116.537,-80.8998,-92.8226, ,206,63.463,,
-117.825,-81.2055,-91.5081, ,207,62.175,,
-118.738,-81.4185,-90.5787, ,208,61.262,,
-119.359,-81.5656,-89.9476, ,209,60.641,,
-119.788,-81.6839,-89.5071, ,210,60.212,,
-121.574,-82.0534,-87.67, ,211,58.426,,
-123.541,-82.3824,-85.6693, ,212,56.459,,
-125.019,-82.6147,-84.1709, ,213,54.981,,
-126.053,-82.7749,-83.125, ,214,53.947,,
-126.759,-82.8858,-82.4118, ,215,53.241,,
-127.234,-82.963,-81.9315, ,216,52.766,,
-127.551,-83.0171,-81.6111, ,217,52.449,,
-128.665,-83.1993,-80.4618, ,218,51.335,,
-131.622,-83.527,-77.4614, ,219,48.378,,
-134.147,-83.7683,-74.9121, ,220,45.853,,
-135.981,-83.9334,-73.0633, ,221,44.019,,
-137.262,-84.0466,-71.774, ,222,42.738,,
-138.141,-84.125,-70.8888, ,223,41.859,,
-138.739,-84.18,-70.2865, ,224,41.261,,
-139.22,-84.2354,-69.7968, ,225,40.78,,
-142.843,-84.4885,-66.1188, ,226,37.157,,
-146.816,-84.6921,-62.1142, ,227,33.184,,
-149.821,-84.8261,-59.0926, ,228,30.179,,
-151.945,-84.9149,-56.958, ,229,28.055,,
-153.417,-84.9754,-55.4788, ,230,26.583,,
-154.43,-85.0176,-54.4619, ,231,25.57,,
-155.987,-85.0904,-52.8783, ,232,24.013,,
-161.332,-85.2191,-47.484, ,233,18.668,,
-166.011,-85.2856,-42.7789, ,234,13.989,,
-169.359,-85.3193,-39.4173, ,235,10.641,,
-171.668,-85.3385,-37.0986, ,236,8.33199999999999,,
-173.25,-85.3511,-35.5111, ,237,6.75,,
-176.353,-85.3743,-32.3673, ,238,3.64699999999999,,
177.926,-85.3286,-26.6025, ,239,357.926,,
173.605,-85.2618,-22.2606, ,240,353.605,,
170.664,-85.2061,-19.3074, ,241,350.664,,
168.68,-85.1656,-17.3158, ,242,348.68,,
167.335,-85.1382,-15.9645, ,243,347.335,,
166.414,-85.1203,-15.0405, ,244,346.414,,
165.78,-85.1092,-14.4037, ,245,345.78,,
165.339,-85.1027,-13.9614, ,246,345.339,,
165.03,-85.0991,-13.6517, ,247,345.03,,
164.811,-85.0975,-13.4327, ,248,344.811,,
164.654,-85.0971,-13.2761, ,249,344.654,,
