-179.429, -0.000396969, -179.492, 
0, -0, 0, 
-179.498, -0.10342, -179.497, 
-179.527, -0.146757, -179.499, 
-179.554, -0.187467, -179.501, 
-179.578, -0.22282, -179.503, 
-179.599, -0.254814, -179.504, 
-179.618, -0.283768, -179.505, 
-179.636, -0.309971, -179.507, 
-179.652, -0.333685, -179.508, 
-179.666, -0.355145, -179.508, 
-179.679, -0.374566, -179.509, 
-179.691, -0.392141, -179.51, 
-179.702, -0.40865, -179.511, 
-179.711, -0.422986, -179.511, 
-179.72, -0.436452, -179.512, 
-179.728, -0.448146, -179.512, 
-179.735, -0.458728, -179.512, 
-179.742, -0.468668, -179.513, 
0, -0, 0, 
-179.753, -0.485408, -179.513, 
-179.758, -0.492449, -179.514, 
-179.762, -0.499062, -179.514, 
-179.766, -0.504805, -179.514, 
-179.769, -0.510002, -179.514, 
-179.773, -0.514705, -179.514, 
-179.775, -0.518961, -179.515, 
-179.778, -0.522813, -179.515, 
-179.78, -0.52643, -179.515, 
-179.782, -0.529572, -179.515, 
-179.784, -0.532415, -179.515, 
-179.786, -0.535085, -179.515, 
-179.788, -0.537404, -179.515, 
-179.789, -0.539502, -179.515, 
-179.79, -0.541401, -179.515, 
-179.791, -0.543185, -179.515, 
-179.793, -0.544734, -179.515, 
-179.793, -0.546135, -179.515, 
0, -0, 0, 
-179.795, -0.548595, -179.515, 
-179.796, -0.54963, -179.516, 
179.337, -0.344015, 179.827, 
179.108, -1.07285, 179.822, 
-179.999, -1.16335, -179.85, 
179.428, -0.803746, -179.718, 
179.741, -0.419693, 179.503, 
179.721, -0.467054, 179.494, 
179.721, -0.466756, 179.493, 
179.721, -0.466428, 179.493, 
179.721, -0.466141, 179.493, 
179.721, -0.465873, 179.493, 
179.721, -0.465639, 179.492, 
179.721, -0.465427, 179.492, 
179.721, -0.465229, 179.492, 
179.721, -0.465056, 179.492, 
179.721, -0.464899, 179.492, 
179.721, -0.464758, 179.492, 
179.721, -0.46463, 179.492, 
179.721, -0.464509, 179.492, 
179.721, -0.464404, 179.491, 
179.721, -0.464306, 179.491, 
179.721, -0.46422, 179.491, 
179.721, -0.464143, 179.491, 
179.721, -0.464073, 179.491, 
179.721, -0.464007, 179.491, 
179.721, -0.46395, 179.491, 
179.721, -0.463898, 179.491, 
179.721, -0.463851, 179.491, 
179.721, -0.463807, 179.491, 
179.721, -0.463768, 179.491, 
179.721, -0.463734, 179.491, 
179.721, -0.463702, 179.491, 
179.721, -0.463673, 179.491, 
0, -0, 0, 
179.721, -0.463623, 179.491, 
179.721, -0.463601, 179.491, 
179.721, -0.463582, 179.491, 
179.721, -0.463565, 179.491, 
179.721, -0.46355, 179.491, 
179.721, -0.463536, 179.491, 
179.721, -0.463523, 179.491, 
179.721, -0.463511, 179.491, 
179.721, -0.463501, 179.491, 
179.721, -0.463491, 179.491, 
179.721, -0.463483, 179.491, 
179.721, -0.463475, 179.491, 
179.721, -0.463468, 179.491, 
179.721, -0.463462, 179.491, 
179.721, -0.463456, 179.491, 
179.721, -0.463451, 179.491, 
179.721, -0.463446, 179.491, 
179.721, -0.463442, 179.491, 
179.721, -0.463438, 179.491, 
179.721, -0.463434, 179.491, 
179.721, -0.463431, 179.491, 
179.721, -0.463428, 179.491, 
0, -0, 0, 
0, -0, 0, 
179.721, -0.463421, 179.491, 
179.721, -0.46342, 179.491, 
179.721, -0.463418, 179.491, 
179.721, -0.463416, 179.491, 
179.721, -0.463415, 179.491, 
179.721, -0.463413, 179.491, 
179.721, -0.463412, 179.491, 
179.721, -0.463411, 179.491, 
179.721, -0.46341, 179.491, 
179.721, -0.46341, 179.491, 
179.721, -0.463409, 179.491, 
179.721, -0.463408, 179.491, 
179.721, -0.463407, 179.491, 
179.721, -0.463407, 179.491, 
0, -0, 0, 
0, -0, 0, 
179.721, -0.463405, 179.491, 
179.721, -0.463405, 179.491, 
179.721, -0.463405, 179.491, 
179.721, -0.463404, 179.491, 
179.721, -0.463404, 179.491, 
179.721, -0.463404, 179.491, 
179.721, -0.463404, 179.491, 
179.721, -0.463403, 179.491, 
179.721, -0.463403, 179.491, 
179.721, -0.463403, 179.491, 
179.721, -0.463403, 179.491, 
179.721, -0.463403, 179.491, 
179.721, -0.463403, 179.491, 
179.721, -0.463403, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
0, -0, 0, 
0, -0, 0, 
0, -0, 0, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463402, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
0, -0, 0, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
179.721, -0.463401, 179.491, 
