-179.823, -16.7897, -179.343, 
-178.945, -9.29742, 178.465, 
179.939, -5.28603, 177.397, 
-178.83, -2.4352, 173.981, 
-178.751, -2.46572, 173.765, 
-171.235, -1.70899, 172.982, 
-172.764, -4.88605, 174.39, 
-175.516, -9.33845, 177.065, 
-176.716, -11.5408, 178.174, 
-176.771, -11.7819, 178.249, 
-173.169, -3.00514, -177.541, 
-171.235, 0.969857, -174.487, 
-168.98, 1.68585, -174.862, 
-174.134, -5.73397, -177.469, 
-174.191, -3.59096, 178.616, 
-176.998, -9.41782, 179.435, 
-178.402, -12.5705, -179.81, 
-179.363, -15.1939, -178.68, 
-179.362, -16.5303, -178.492, 
-179.371, -16.5098, -178.487, 
-179.372, -16.5084, -178.488, 
-179.372, -16.5073, -178.489, 
-179.372, -16.5058, -178.489, 
-179.311, -16.1115, -178.952, 
179.775, -16.1091, -178.901, 
179.791, -16.1055, -178.877, 
179.999, -16.5793, -178.375, 
179.998, -16.5827, -178.396, 
-173.046, -15.0534, 179.561, 
-172.97, -12.5283, 176.044, 
-176.353, -14.253, 177.862, 
-176.573, -12.7504, 175.824, 
-175.988, -9.25013, 177.599, 
-176.022, -9.07719, 173.561, 
-177.923, -0.656038, 171.538, 
-178.751, -4.71616, 173.839, 
-179.447, -10.8737, 177.284, 
-179.788, -16.4819, -179.291, 
-179.423, -16.3797, -178.355, 
-179.426, -16.3891, -178.386, 
179.608, -16.6279, -178.478, 
0, -0, 0, 
-179.129, -8.98029, -174.339, 
-179.715, -12.1611, -176.07, 
-179.639, -8.58283, 178.318, 
-179.769, -11.7562, 179.686, 
-179.528, -15.7672, -178.538, 
-177.641, -11.2378, 174.918, 
-178.487, -13.7604, 178.042, 
-173.903, -13.2555, 177.269, 
-178.216, -15.9074, -179.011, 
-177.719, -12.5637, -176.892, 
-178.965, -15.727, -177.552, 
-179.2, -16.8604, -177.885, 
-178.51, -12.7189, -175.684, 
-175.873, -10.7115, -176.756, 
-176.893, -13.5154, -177.293, 
-178.175, -16.0763, -177.902, 
-176.212, -11.7561, 177.23, 
-177.861, -14.5552, 179.673, 
-178.643, -17.7997, -176.965, 
-179.032, -17.5867, -177.34, 
-179.048, -17.5604, -177.37, 
-179.05, -17.5609, -177.37, 
-179.051, -17.5618, -177.37, 
-179.053, -17.5625, -177.37, 
-179.054, -17.5631, -177.371, 
-179.056, -17.5634, -177.371, 
-179.058, -17.5638, -177.371, 
-179.059, -17.5641, -177.372, 
-178.601, -17.5394, -176.625, 
-178.609, -17.5369, -176.623, 
-178.61, -17.5372, -176.624, 
-178.773, -17.255, -175.302, 
-179.165, -17.8956, -175.839, 
-179.168, -17.8941, -175.839, 
-179.169, -17.8944, -175.84, 
-179.003, -17.4881, -174.75, 
-179.877, -17.4494, -174.954, 
-179.912, -17.4409, -174.959, 
-179.909, -17.4417, -174.959, 
-179.909, -17.4422, -174.96, 
-179.905, -17.4431, -174.959, 
-179.903, -17.4438, -174.958, 
-179.901, -17.4446, -174.96, 
-179.662, -18.7184, -174.834, 
-179.519, -17.6889, -174.991, 
-179.79, -17.8188, -174.73, 
-179.849, -18.698, -174.034, 
-179.662, -18.2213, -173.854, 
-179.65, -18.2008, -173.842, 
-179.651, -18.2006, -173.843, 
-179.651, -18.2011, -173.842, 
-179.65, -18.2013, -173.842, 
-179.65, -18.2018, -173.843, 
-179.65, -18.2017, -173.843, 
-179.48, -17.5576, -174.039, 
179.304, -17.0489, -173.007, 
-179.872, -17.2411, -173.561, 
179.758, -17.6022, -174.1, 
179.772, -17.6011, -174.074, 
179.774, -17.6018, -174.074, 
179.776, -17.6023, -174.074, 
179.629, -16.8921, -173.626, 
179.442, -16.7363, -173.421, 
0, -0, 0, 
0, -0, 0, 
-179.882, -11.6944, -177.564, 
-179.862, -11.5087, -177.736, 
179.637, -16.9595, -173.609, 
179.176, -16.759, -173.929, 
179.176, -16.7549, -173.935, 
179.175, -16.7549, -173.936, 
178.726, -17.4823, -174.068, 
178.736, -17.4863, -174.104, 
178.737, -17.4868, -174.104, 
178.738, -17.4874, -174.105, 
178.738, -17.4877, -174.104, 
-178.235, -7.90141, -170.859, 
-178.057, -7.5265, -170.689, 
179.666, 1.95897, -172.773, 
-178.625, 2.88026, -173.268, 
-173.679, 4.36499, -173.989, 
-171.792, 4.83844, -174.209, 
