-123.159,-50.343,140.083,39.533,33.143,92.811,-13.485
-123.159,-50.343,140.083,39.533,33.145,92.811,-13.485
-123.159,-50.343,140.083,39.533,33.145,92.811,-13.484
-123.16,-50.343,140.083,39.533,33.145,92.813,-13.483
-123.16,-50.343,140.083,39.533,33.145,92.813,-13.482
-123.27,-50.414,140.084,39.521,33.208,92.862,-13.454
-123.33,-50.446,140.092,39.513,33.245,92.904,-13.411
-123.316,-50.528,140.119,39.508,33.246,92.904,-13.424
-123.347,-50.896,140.138,39.504,33.249,92.903,-13.463
-123.456,-51.481,140.231,39.509,33.261,92.884,-13.508
-123.614,-52.315,140.392,39.512,33.384,92.682,-13.531
-123.695,-52.741,140.537,39.515,33.454,92.541,-13.536
-123.811,-53.07,140.626,39.475,33.559,92.246,-13.535
-123.942,-53.327,140.716,39.285,33.668,92.005,-13.526
-124.099,-53.333,140.729,38.878,33.769,91.945,-13.431
-124.133,-53.368,140.743,38.729,33.792,91.904,-13.379
-124.069,-53.449,140.617,38.71,33.384,91.742,-13.524
-123.993,-53.485,140.443,38.7,33.093,91.584,-13.572
-123.997,-53.828,140.364,38.679,33.047,91.04,-13.606
-124.058,-54.23,140.317,38.671,33.064,90.349,-13.663
-124.1,-54.393,140.312,38.669,33.081,90.065,-13.671
-124.148,-54.534,140.18,38.469,33.075,89.506,-13.675
-124.177,-54.576,139.975,38.288,33.042,89.298,-13.676
-124.287,-54.608,139.637,37.798,32.713,89,-13.673
-124.254,-54.692,139.325,37.683,32.294,88.734,-13.724
-124.196,-54.761,139.025,37.607,31.939,88.321,-13.835
-124.077,-54.849,138.585,37.588,31.468,87.648,-13.98
-123.992,-54.933,138.24,37.589,31.129,86.864,-14.111
-123.906,-54.981,137.962,37.586,30.875,86.156,-14.236
-123.838,-55.143,137.643,37.584,30.62,85.181,-14.35
-123.802,-55.331,137.433,37.58,30.425,84.429,-14.453
-123.784,-55.738,137.169,37.565,30.125,83.526,-14.608
-123.752,-56.104,136.895,37.557,29.814,82.401,-14.771
-123.693,-56.282,136.657,37.558,29.663,81.747,-14.847
-123.668,-56.306,136.474,37.554,29.509,81.098,-14.948
-123.579,-56.405,136.074,37.548,29.053,80.383,-15.095
-123.524,-56.462,135.756,37.544,28.703,79.957,-15.192
-123.471,-56.528,135.499,37.54,28.488,79.412,-15.324
-123.469,-56.589,135.311,37.542,28.375,78.835,-15.37
-123.571,-56.722,135.214,37.533,28.313,78.676,-15.417
-123.655,-56.813,135.163,37.495,28.261,78.494,-15.485
-123.837,-57.138,134.984,37.499,28.07,77.942,-15.571
-123.918,-57.385,134.769,37.498,27.835,77.768,-15.691
-123.895,-57.386,134.751,37.48,27.798,77.766,-15.692
-123.912,-57.36,134.769,37.437,28.039,77.794,-15.66
-123.905,-57.01,134.772,37.409,28.068,78.394,-15.54
-123.898,-56.804,134.798,37.386,28.072,78.776,-15.51
-123.881,-56.44,134.901,37.376,28.154,79.407,-15.424
-123.879,-56.202,135.091,37.381,28.306,80.124,-15.32
-123.9,-55.985,135.306,37.378,28.5,80.957,-15.174
-123.92,-55.88,135.453,37.38,28.647,81.611,-15.121
-124.028,-55.787,135.873,37.383,28.964,82.965,-14.94
-124.094,-55.686,136.196,37.379,29.267,83.789,-14.791
-124.152,-55.603,136.441,37.379,29.501,84.387,-14.721
-124.224,-55.364,136.829,37.377,29.84,85.433,-14.579
-124.26,-55.092,137.077,37.38,30.042,86.46,-14.44
-124.287,-54.805,137.33,37.386,30.222,87.458,-14.327
-124.343,-54.451,137.732,37.387,30.601,88.712,-14.177
-124.373,-54.273,137.948,37.4,30.804,89.346,-14.078
-124.481,-54.168,138.37,37.407,31.245,90.212,-13.931
-124.628,-54.036,138.972,37.426,31.901,91.474,-13.726
-124.728,-53.975,139.342,37.435,32.271,92.391,-13.583
-124.828,-53.899,139.76,37.444,32.678,93.291,-13.482
-124.966,-53.789,140.324,37.453,33.286,94.302,-13.287
-125.037,-53.755,140.628,37.492,33.636,94.666,-13.178
-125.049,-53.741,140.693,37.505,33.687,94.708,-13.172
-125.018,-53.757,140.651,37.589,33.389,94.56,-13.227
-124.963,-53.802,140.508,37.607,33.077,94.359,-13.342
-124.91,-53.825,140.362,37.612,32.91,93.968,-13.384
-124.786,-53.925,139.863,37.613,32.453,92.679,-13.546
-124.69,-53.98,139.513,37.621,32.19,91.763,-13.658
-124.635,-54.036,139.262,37.624,31.987,91.209,-13.726
-124.483,-54.147,138.703,37.636,31.436,89.971,-13.916
