25.396,53.55,55.204,39.711,40.629,94.229,11.502
25.399,53.556,55.204,39.716,-40.632,94.241,11.503
25.401,53.561,55.204,39.719,-40.635,94.268,11.504
25.402,53.567,55.204,39.723,-40.639,94.288,11.504
25.403,53.57,55.204,39.738,-40.641,94.293,11.505
25.403,53.572,55.205,39.761,-40.645,94.299,11.506
25.402,53.574,55.205,39.793,-40.649,94.305,11.506
25.411,53.613,55.205,39.794,-40.65,94.35,11.501
25.425,53.651,55.207,39.797,-40.654,94.391,11.499
25.407,53.737,55.205,39.872,-40.655,94.394,11.503
25.432,54.124,55.201,39.887,-40.691,94.395,11.504
25.571,54.957,55.093,39.901,-40.829,94.3,11.503
25.762,56.073,54.798,39.918,-41.031,93.904,11.494
25.861,56.438,54.681,39.904,-41.136,93.537,11.464
26.039,56.447,54.617,39.387,-41.252,93.422,11.302
26.109,56.438,54.456,39.329,-41.514,93.418,11.227
26.198,56.336,54.007,39.285,-42.107,93.422,11.026
26.258,56.322,53.771,39.268,-42.35,93.383,10.951
26.317,56.914,53.507,39.272,-42.64,92.327,10.947
26.42,57.116,53.294,39.195,-43.03,91.671,10.873
26.614,57.106,52.994,38.676,-43.564,91.35,10.594
26.843,56.951,52.405,38.248,-44.497,91.233,10.229
26.972,56.838,51.912,38.165,-45.29,90.865,10.031
27.078,56.739,51.435,38.133,-46.148,90.103,9.829
27.257,56.624,50.702,38.134,-47.363,88.612,9.504
27.443,56.924,49.999,38.139,-48.435,87.391,9.291
27.616,57.186,49.41,38.136,-49.347,86.328,9.107
27.698,57.236,49.067,38.134,-50.061,85.33,8.943
27.812,57.182,48.648,38.092,-50.813,84.828,8.744
27.89,57.101,48.223,38.078,-51.481,84.371,8.575
27.915,57.061,47.874,38.049,-52.039,83.604,8.433
27.835,57.082,47.759,38.044,-52.071,83.587,8.425
27.671,57.378,47.251,38.045,-52.672,82.954,8.265
27.665,57.503,46.999,38.046,-52.99,82.928,8.194
27.688,57.505,47,38.044,-52.998,82.928,8.169
27.671,57.545,47.062,38.047,-52.719,82.926,8.258
27.618,57.318,47.193,38.038,-52.473,83.296,8.269
27.483,56.903,47.565,38.026,-51.914,84.087,8.375
27.368,56.645,47.991,38.02,-51.267,84.902,8.486
27.21,56.58,48.617,38.021,-49.979,86.733,8.77
27.047,56.665,49.303,38.025,-48.632,88.194,9.052
26.865,56.515,50.144,38.004,-47.329,89.772,9.352
26.66,56.195,50.826,37.998,-46.227,91.281,9.557
26.391,56.142,51.866,38,-44.318,93.07,10.07
26.241,56.282,52.532,37.998,-43.157,94.034,10.338
26.128,56.394,53.015,37.996,-42.293,94.908,10.581
26.03,56.51,53.503,37.996,-41.489,95.546,10.776
25.915,56.672,54.074,38.002,-40.69,95.92,10.983
25.911,56.683,54.11,38.002,-40.623,95.936,11.008
25.907,56.681,54.109,38.001,-40.676,95.937,10.994
25.97,56.6,53.916,38.002,-41.432,95.912,10.779
26.052,56.532,53.62,38.003,-42.023,95.407,10.618
26.19,56.362,52.954,38.003,-43.251,93.924,10.375
26.376,56.167,52.14,38.003,44.667,92.584,9.993
26.515,56.029,51.508,38.005,-45.815,91.355,9.72
26.588,55.963,51.158,38.019,-46.412,90.644,9.608
26.812,56.293,50.248,38.096,47.787,88.985,9.296
27.017,56.666,49.553,38.109,-48.774,87.929,9.083
27.209,56.868,49.038,38.088,-49.645,87.008,8.805
27.365,56.902,48.848,37.779,-49.993,86.655,8.661
27.432,56.959,48.704,37.586,-50.267,86.305,8.598
27.475,56.959,48.378,37.532,-50.88,85.51,8.442
27.48,57.021,48.084,37.459,-51.303,84.904,8.403
27.535,57.418,47.858,37.418,-51.543,84.749,8.318
27.827,57.564,47.619,36.651,-51.958,84.572,8.064
27.897,57.567,47.617,36.148,-52.022,84.453,8
27.893,57.572,47.596,36.033,-52.031,84.379,7.955
27.888,57.708,47.563,36.032,-52.2,83.485,7.956
27.908,57.985,47.559,36.028,-52.356,82.645,7.958
27.932,58.23,47.552,36.027,-52.476,82.114,7.965
27.942,58.363,47.548,36.026,-52.505,82.022,7.969
27.959,58.37,47.551,35.971,-52.447,82.196,8.02
28.003,58.328,47.579,35.661,-52.235,82.7,8.026
28.039,58.182,47.743,35.313,-51.8,83.643,8.026
28.044,58.003,48.316,34.763,-50.671,85.687,8.072
27.951,58.055,49.003,34.643,-49.266,87.439,8.324
27.859,58.11,49.667,34.506,-48.099,89.038,8.538
27.631,57.979,50.925,34.26,-46.183,91.36,8.916
27.473,57.948,51.668,34.256,44.96,92.829,9.185
27.373,58.016,52.143,34.254,44.039,93.987,9.375
27.218,58.189,52.957,34.257,-42.688,95.445,9.714
27.13,58.277,53.394,34.256,-42.053,95.887,9.881
27.068,58.35,53.733,34.256,-41.584,96.196,10.03
27.048,58.375,53.854,34.256,-41.405,96.504,10.057
27.044,58.379,53.896,34.256,-41.403,96.507,10.057
27.122,58.34,53.947,33.991,-41.406,96.507,10.002
27.169,58.329,53.979,33.834,-41.406,96.507,9.919
27.198,58.265,53.984,33.753,-41.407,96.508,9.891
27.217,58.254,53.986,33.695,-41.407,96.507,9.887
27.222,58.252,53.986,33.653,-41.407,96.507,9.886
27.225,58.252,53.986,33.653,-41.407,96.507,9.885
27.229,58.248,53.986,33.636,-41.407,96.507,9.884
27.23,58.244,53.986,33.636,-41.407,96.507,9.882
