----------環境----------
シーン数,      1130
ターゲット数,  4
インターバル,  1
フレームレート,30Fps
スケール,      1.000
長さ単位,      cm
----------2Dオブジェクト----------
1,｢｣
2,｢｣
3,｢｣
4,｢｣
----------データ----------
シーン,   1X, 1Y, レベル,   2X, 2Y, レベル,   3X, 3Y, レベル,   4X, 4Y, レベル
241,  382.016, 112.189, 0,  417.566, 108.272, 0,  422.816, 65.072, 0,  461.298, 53.713, 0
242,  386.584, 112.304, 0,  421.684, 108.627, 0,  426.836, 65.320, 0,  465.292, 53.854, 0
243,  391.427, 112.214, 0,  426.298, 108.435, 0,  431.508, 65.328, 0,  469.611, 54.178, 0
244,  396.526, 111.886, 0,  431.211, 107.822, 0,  436.836, 64.836, 0,  474.586, 53.678, 0
245,  401.547, 111.043, 0,  436.429, 107.468, 0,  441.965, 64.354, 0,  479.895, 53.442, 0
246,  407.220, 110.000, 0,  441.627, 106.507, 0,  447.295, 63.610, 0,  485.407, 52.914, 0
247,  412.679, 108.688, 0,  446.979, 105.368, 0,  453.277, 62.614, 0,  490.886, 52.177, 0
248,  418.183, 107.471, 0,  452.620, 104.162, 0,  458.412, 61.649, 0,  496.629, 51.471, 0
249,  423.728, 106.039, 0,  457.901, 103.134, 0,  464.000, 60.451, 0,  502.167, 50.403, 0
250,  429.170, 105.057, 1,  462.581, 102.441, 0,  469.190, 59.797, 0,  506.845, 50.028, 0
251,  433.111, 104.586, 0,  470.000, 102.000, 0,  476.067, 57.633, 1,  511.217, 49.188, 0
252,  438.277, 103.723, 0,  471.695, 100.809, 0,  479.895, 59.132, 1,  515.953, 48.828, 0
253,  443.580, 102.000, 1,  475.147, 99.737, 0,  480.519, 58.259, 1,  520.894, 48.061, 0
254,  448.107, 101.060, 1,  481.089, 98.610, 0,  482.867, 55.933, 1,  526.133, 47.050, 0
255,  452.737, 99.950, 1,  485.659, 97.504, 0,  487.000, 54.692, 1,  530.066, 46.115, 0
256,  456.802, 99.111, 1,  495.000, 97.000, 0,  496.571, 51.714, 1,  534.830, 45.453, 0
257,  459.714, 98.670, 0,  493.261, 96.009, 0,  507.400, 54.000, 1,  538.163, 44.612, 0
258,  463.877, 97.790, 1,  496.664, 95.543, 0,  511.000, 53.500, 0,  542.182, 44.473, 0
259,  467.628, 96.923, 1,  500.496, 94.948, 0,  514.875, 52.875, 0,  545.959, 43.980, 0
260,  470.763, 96.588, 1,  503.954, 94.426, 0,  514.000, 55.000, 3,  549.938, 43.396, 0
261,  473.779, 95.948, 1,  509.000, 94.000, 0,  521.833, 52.000, 0,  553.200, 43.244, 0
262,  476.862, 95.463, 1,  510.092, 93.633, 0,  522.000, 54.000, 3,  556.205, 42.886, 0
263,  480.368, 95.026, 1,  513.148, 93.198, 0,  526.000, 54.000, 3,  559.778, 42.600, 0
264,  483.558, 94.247, 1,  516.622, 92.571, 0,  529.000, 54.000, 3,  563.180, 42.256, 0
265,  486.568, 93.878, 0,  519.214, 91.971, 0,  531.000, 53.000, 3,  565.400, 41.650, 0
266,  488.921, 93.671, 0,  522.010, 91.614, 0,  533.000, 53.000, 3,  568.088, 41.588, 0
267,  490.737, 93.632, 1,  523.622, 91.582, 0,  535.000, 53.000, 3,  570.091, 41.576, 0
268,  491.836, 93.356, 0,  525.229, 91.542, 0,  536.000, 53.000, 3,  571.893, 41.857, 0
269,  492.635, 93.541, 1,  525.815, 91.554, 0,  537.000, 53.000, 3,  572.194, 41.839, 0
270,  492.859, 93.462, 0,  526.124, 91.753, 0,  537.000, 53.000, 3,  572.500, 41.813, 0
271,  493.500, 93.579, 1,  526.531, 91.635, 0,  538.000, 53.000, 3,  573.250, 41.607, 0
272,  493.616, 93.411, 1,  527.059, 91.535, 0,  539.000, 53.000, 3,  575.353, 42.941, 1
273,  493.685, 93.288, 1,  527.069, 91.515, 0,  538.000, 53.000, 3,  574.080, 41.760, 0
274,  493.581, 93.365, 1,  527.196, 91.474, 0,  539.000, 53.000, 3,  576.133, 42.733, 1
275,  493.740, 93.104, 1,  527.103, 91.381, 0,  539.000, 52.000, 3,  574.321, 41.357, 0
276,  493.417, 93.083, 0,  527.138, 91.277, 0,  539.000, 53.000, 3,  576.154, 42.462, 1
277,  493.384, 93.164, 1,  526.673, 91.214, 0,  538.000, 52.000, 3,  573.154, 41.000, 0
278,  492.934, 93.079, 1,  526.579, 91.242, 0,  538.000, 52.000, 3,  573.458, 41.500, 0
279,  492.486, 93.403, 1,  526.175, 91.361, 0,  539.000, 53.000, 3,  575.357, 42.357, 1
280,  492.090, 93.513, 1,  525.765, 91.531, 0,  537.000, 53.000, 3,  573.321, 41.500, 0
281,  491.987, 93.513, 1,  526.020, 91.714, 0,  538.000, 53.000, 3,  575.133, 42.667, 1
282,  492.117, 93.649, 1,  525.615, 91.583, 0,  537.000, 53.000, 3,  573.207, 41.552, 0
283,  492.160, 93.880, 1,  525.787, 91.936, 0,  537.000, 53.000, 3,  573.000, 41.559, 0
284,  492.257, 94.351, 1,  525.804, 91.948, 0,  537.000, 53.000, 3,  573.029, 41.647, 0
285,  491.959, 94.189, 1,  525.710, 92.240, 0,  537.000, 53.000, 3,  572.667, 42.000, 0
286,  491.889, 94.361, 1,  525.849, 92.465, 0,  537.000, 53.000, 3,  573.448, 42.310, 0
287,  492.400, 94.787, 1,  526.059, 92.545, 0,  538.000, 54.000, 3,  575.333, 43.333, 1
288,  492.108, 95.095, 1,  525.792, 92.948, 0,  537.000, 54.000, 3,  573.216, 42.486, 0
289,  492.192, 95.342, 1,  525.950, 93.050, 0,  537.000, 54.000, 3,  573.000, 42.676, 0
290,  491.868, 95.447, 1,  526.010, 93.475, 0,  537.000, 54.000, 3,  573.389, 43.306, 0
291,  491.949, 95.577, 1,  525.633, 93.643, 0,  537.000, 55.000, 3,  573.091, 43.515, 0
292,  492.104, 95.805, 1,  526.020, 93.848, 0,  537.000, 55.000, 3,  573.129, 43.645, 0
293,  492.320, 95.867, 1,  525.864, 93.874, 0,  538.000, 55.000, 3,  575.500, 44.889, 1
294,  492.039, 95.961, 1,  525.714, 93.908, 0,  537.000, 55.000, 3,  573.139, 43.667, 0
295,  491.948, 95.870, 1,  525.740, 94.000, 0,  537.000, 55.000, 3,  573.143, 43.771, 0
296,  492.237, 95.947, 1,  525.900, 94.010, 0,  537.000, 55.000, 3,  573.778, 43.833, 0
297,  491.920, 96.160, 1,  525.888, 94.316, 0,  537.000, 55.000, 3,  573.543, 44.057, 0
298,  490.843, 96.685, 0,  525.373, 94.608, 0,  537.000, 56.000, 3,  573.162, 44.541, 0
299,  491.427, 96.800, 1,  525.049, 95.019, 0,  537.000, 56.000, 3,  572.833, 44.917, 0
300,  490.880, 97.147, 1,  525.085, 95.528, 0,  536.000, 56.000, 3,  572.525, 45.450, 0
301,  491.051, 97.526, 1,  524.912, 95.912, 0,  536.000, 57.000, 3,  572.600, 45.943, 0
302,  490.632, 98.276, 1,  524.963, 96.551, 0,  536.000, 57.000, 3,  572.595, 46.714, 0
303,  490.507, 98.909, 1,  524.320, 97.272, 0,  536.000, 58.000, 3,  572.180, 47.487, 0
304,  490.295, 100.000, 1,  524.140, 98.168, 0,  535.000, 59.000, 3,  571.568, 48.455, 0
305,  489.855, 100.921, 1,  523.981, 99.538, 0,  535.000, 60.000, 3,  571.098, 49.561, 0
306,  489.600, 101.925, 1,  523.514, 100.633, 0,  534.000, 61.000, 3,  570.977, 50.744, 0
307,  489.451, 103.207, 1,  523.202, 101.862, 0,  534.000, 62.000, 3,  570.696, 52.587, 0
308,  488.938, 104.719, 0,  523.380, 103.241, 0,  534.000, 64.000, 3,  571.065, 54.109, 0
309,  489.716, 105.605, 1,  523.346, 104.636, 0,  535.000, 65.000, 3,  571.068, 55.795, 0
310,  489.556, 106.827, 1,  528.000, 105.000, 0,  531.667, 61.833, 1,  570.809, 57.638, 0
311,  489.542, 107.831, 1,  528.000, 107.000, 0,  531.500, 63.500, 0,  571.063, 59.979, 0
312,  489.102, 109.714, 0,  523.767, 109.552, 0,  526.083, 67.167, 1,  571.043, 62.261, 0
313,  489.711, 110.699, 1,  523.828, 110.845, 0,  526.071, 68.929, 0,  571.239, 64.065, 0
314,  490.091, 112.667, 0,  524.508, 112.915, 0,  527.941, 71.353, 1,  572.163, 66.286, 0
315,  490.765, 114.212, 1,  525.008, 114.869, 0,  528.579, 73.158, 1,  572.857, 68.510, 0
316,  490.188, 116.469, 0,  525.065, 116.823, 0,  529.304, 75.957, 1,  572.540, 70.480, 0
317,  490.980, 118.444, 0,  525.376, 118.974, 0,  530.037, 78.556, 1,  572.870, 72.685, 0
318,  492.118, 120.141, 1,  526.107, 121.000, 0,  530.793, 80.655, 1,  573.862, 75.190, 0
319,  491.540, 122.730, 0,  526.049, 123.537, 0,  531.344, 83.313, 1,  574.170, 77.491, 0
320,  492.047, 125.035, 1,  526.032, 125.911, 0,  530.765, 85.794, 1,  573.370, 80.352, 0
321,  491.000, 127.929, 0,  525.719, 128.688, 0,  532.859, 87.972, 0,  572.531, 82.750, 0
322,  491.221, 130.432, 0,  525.712, 131.030, 0,  533.349, 90.605, 0,  572.234, 85.609, 0
323,  491.131, 132.798, 0,  525.504, 133.450, 0,  532.769, 93.044, 0,  571.639, 87.667, 0
324,  490.888, 135.163, 0,  525.078, 135.729, 0,  532.649, 95.464, 0,  571.286, 89.914, 0
325,  490.869, 137.616, 0,  524.815, 137.911, 0,  532.224, 97.827, 0,  569.971, 92.304, 0
326,  490.262, 140.146, 0,  524.259, 140.489, 0,  531.212, 100.433, 0,  569.156, 94.740, 0
327,  490.137, 142.333, 0,  523.674, 142.563, 0,  530.539, 102.657, 0,  568.211, 96.895, 0
328,  489.961, 144.569, 0,  523.424, 144.590, 0,  529.991, 104.729, 0,  568.000, 99.218, 0
329,  489.752, 146.446, 0,  523.216, 146.626, 0,  529.844, 107.138, 0,  566.744, 101.209, 0
330,  489.529, 148.510, 0,  523.201, 148.694, 0,  529.853, 109.376, 0,  566.839, 103.642, 0
331,  489.232, 150.667, 0,  522.986, 150.993, 0,  529.409, 111.645, 0,  566.267, 106.022, 0
332,  489.192, 152.731, 0,  522.881, 153.273, 0,  529.008, 113.992, 0,  565.628, 108.302, 0
333,  489.234, 154.860, 0,  522.871, 155.464, 0,  528.955, 116.196, 0,  565.451, 110.637, 0
334,  489.738, 156.692, 0,  523.194, 157.549, 0,  529.436, 118.530, 0,  565.791, 113.110, 0
335,  489.870, 158.833, 0,  523.500, 159.730, 0,  529.642, 120.767, 0,  565.896, 115.490, 0
336,  490.157, 161.009, 0,  523.646, 161.782, 0,  529.479, 123.000, 0,  565.602, 117.745, 0
337,  490.824, 162.713, 0,  524.040, 163.832, 0,  529.983, 125.150, 0,  566.021, 119.876, 0
338,  491.211, 164.917, 0,  524.523, 165.872, 0,  530.462, 127.333, 0,  566.337, 122.071, 0
339,  491.738, 166.925, 0,  524.901, 168.151, 0,  530.717, 129.483, 0,  566.235, 124.388, 0
340,  492.009, 169.150, 0,  524.953, 170.527, 0,  530.805, 131.766, 0,  566.110, 126.920, 0
341,  491.850, 171.513, 0,  525.087, 172.584, 0,  530.805, 134.350, 0,  566.000, 129.320, 0
342,  492.000, 173.673, 0,  525.068, 175.163, 0,  530.685, 136.756, 0,  566.010, 132.029, 0
343,  492.036, 175.830, 0,  524.760, 177.420, 0,  530.222, 138.896, 0,  565.118, 134.304, 0
344,  492.044, 177.876, 0,  524.836, 179.349, 0,  530.023, 141.062, 0,  564.822, 136.439, 0
345,  492.018, 180.173, 0,  524.563, 181.450, 0,  529.845, 143.225, 0,  564.308, 138.822, 0
346,  491.759, 182.313, 0,  524.309, 183.507, 0,  529.377, 145.384, 0,  563.655, 140.764, 0
347,  491.595, 184.721, 0,  524.099, 186.125, 0,  528.934, 147.715, 0,  562.955, 143.116, 0
348,  491.556, 186.889, 0,  523.968, 188.244, 0,  528.842, 150.045, 0,  562.676, 145.423, 0
349,  491.396, 188.928, 0,  523.831, 190.425, 0,  528.257, 152.393, 0,  562.197, 147.667, 0
350,  491.679, 190.890, 0,  523.924, 192.453, 0,  528.280, 154.392, 0,  562.108, 149.783, 0
351,  492.105, 192.807, 0,  524.107, 194.390, 0,  528.745, 156.352, 0,  562.120, 152.043, 0
352,  492.266, 194.761, 0,  524.089, 196.338, 0,  528.768, 158.500, 0,  562.017, 153.983, 0
353,  492.245, 196.791, 0,  524.075, 198.325, 0,  528.385, 160.545, 0,  561.573, 155.694, 0
354,  492.245, 198.809, 0,  524.146, 200.335, 0,  528.187, 162.613, 0,  560.912, 158.144, 0
355,  492.294, 200.697, 0,  524.037, 202.259, 0,  527.912, 164.503, 0,  560.690, 160.248, 0
356,  492.500, 202.570, 0,  524.012, 204.031, 0,  527.912, 166.279, 0,  560.466, 161.916, 0
357,  492.794, 203.841, 0,  524.159, 205.390, 0,  528.000, 167.664, 0,  560.133, 163.484, 0
358,  492.933, 205.562, 0,  524.243, 206.864, 0,  527.927, 169.220, 0,  559.776, 164.872, 0
359,  493.100, 206.645, 0,  524.211, 208.247, 0,  527.897, 170.596, 0,  559.713, 166.178, 0
360,  494.031, 207.402, 1,  524.762, 209.390, 0,  528.086, 171.770, 0,  560.031, 167.492, 0
361,  493.896, 209.434, 0,  524.914, 210.779, 0,  528.136, 173.260, 0,  559.907, 168.907, 0
362,  494.128, 210.716, 0,  525.115, 212.182, 0,  528.318, 174.808, 0,  559.931, 170.546, 0
363,  494.396, 212.613, 0,  525.210, 213.976, 0,  528.381, 176.510, 0,  559.500, 172.162, 0
364,  494.849, 213.934, 0,  525.491, 215.325, 0,  528.209, 178.085, 0,  559.724, 173.612, 0
365,  495.202, 215.433, 0,  525.816, 216.748, 0,  528.660, 179.320, 0,  559.627, 175.090, 0
366,  495.990, 216.490, 1,  525.871, 218.166, 0,  528.447, 181.000, 0,  559.187, 176.373, 0
367,  495.827, 218.413, 0,  525.982, 219.355, 0,  529.370, 182.536, 1,  558.923, 177.600, 0
368,  495.915, 219.528, 0,  525.994, 220.387, 0,  528.390, 183.364, 0,  558.896, 178.701, 0
369,  496.362, 220.032, 1,  526.102, 221.211, 0,  528.451, 184.242, 0,  558.694, 179.455, 0
370,  496.495, 220.867, 0,  526.436, 222.061, 0,  528.777, 184.917, 0,  558.941, 180.089, 0
371,  496.642, 221.566, 0,  526.708, 222.577, 0,  529.032, 185.452, 0,  559.343, 180.898, 0
372,  497.143, 221.695, 0,  527.127, 223.018, 0,  529.234, 185.911, 0,  559.588, 181.375, 0
373,  497.419, 222.076, 0,  527.467, 223.174, 0,  529.813, 186.200, 0,  560.096, 181.785, 0
374,  497.767, 222.359, 0,  527.900, 223.382, 0,  530.182, 186.346, 0,  560.358, 181.883, 0
375,  498.267, 222.476, 0,  528.307, 223.524, 0,  530.535, 186.509, 0,  560.689, 182.244, 0
376,  498.792, 222.632, 0,  528.620, 223.926, 0,  530.894, 186.781, 0,  560.948, 182.400, 0
377,  498.904, 222.740, 0,  528.701, 224.128, 0,  530.969, 186.901, 0,  561.038, 182.586, 0
378,  498.660, 223.585, 0,  528.527, 224.491, 0,  530.714, 187.493, 0,  560.728, 183.243, 0
379,  498.442, 223.726, 1,  527.846, 225.320, 0,  529.871, 188.297, 0,  559.898, 183.978, 0
380,  497.602, 224.631, 0,  527.278, 225.932, 0,  529.211, 188.894, 0,  559.209, 184.482, 0
381,  497.113, 225.047, 0,  526.720, 226.256, 0,  528.726, 189.210, 0,  558.676, 185.086, 0
382,  496.554, 225.426, 0,  526.386, 226.351, 0,  528.225, 189.363, 0,  558.266, 185.154, 0
383,  495.691, 225.320, 1,  525.241, 227.078, 0,  526.987, 189.944, 0,  557.263, 185.781, 0
384,  494.181, 225.990, 0,  523.976, 227.369, 0,  525.671, 190.348, 0,  555.662, 186.180, 0
385,  493.135, 225.933, 0,  523.006, 227.353, 0,  524.692, 190.503, 0,  554.542, 186.732, 0
386,  492.385, 225.667, 1,  521.669, 227.534, 0,  523.185, 190.648, 0,  553.169, 186.979, 0
387,  490.490, 226.196, 0,  520.238, 227.500, 0,  521.801, 190.596, 0,  551.610, 186.773, 0
388,  489.326, 225.979, 1,  518.767, 227.644, 0,  520.206, 190.794, 0,  550.204, 186.944, 0
389,  487.127, 226.520, 0,  516.656, 228.018, 0,  518.319, 191.160, 0,  548.169, 187.162, 0
390,  484.925, 226.821, 0,  514.595, 228.238, 0,  516.073, 191.212, 0,  545.741, 187.237, 0
391,  483.247, 226.577, 1,  512.491, 228.367, 0,  513.787, 191.476, 0,  543.517, 187.724, 0
392,  480.938, 226.552, 1,  510.141, 228.365, 0,  511.512, 191.433, 0,  541.100, 187.686, 0
393,  478.394, 227.000, 1,  507.565, 228.482, 0,  508.764, 191.491, 0,  538.538, 187.692, 0
394,  475.094, 227.321, 0,  504.702, 228.462, 0,  505.667, 191.562, 0,  535.286, 187.714, 0
395,  472.260, 226.971, 0,  501.822, 228.314, 0,  502.929, 191.405, 0,  532.277, 187.426, 0
396,  469.854, 226.427, 1,  498.771, 227.988, 0,  500.079, 191.079, 0,  529.397, 186.986, 0
397,  466.231, 226.673, 0,  495.604, 228.030, 0,  496.738, 190.994, 0,  526.161, 187.133, 0
398,  462.692, 226.505, 0,  492.205, 227.904, 0,  493.036, 191.018, 0,  522.483, 187.110, 0
399,  459.194, 226.369, 0,  488.831, 227.548, 0,  489.620, 190.627, 0,  518.924, 186.840, 0
400,  456.031, 225.469, 1,  485.030, 227.107, 0,  485.940, 190.048, 0,  515.109, 186.088, 0
401,  451.865, 225.413, 0,  481.279, 226.500, 0,  481.948, 189.491, 0,  511.443, 185.624, 0
402,  447.848, 224.695, 0,  477.251, 225.737, 0,  478.035, 188.854, 0,  507.428, 184.959, 0
403,  443.935, 223.832, 0,  473.386, 225.140, 0,  473.976, 188.054, 0,  503.596, 183.842, 0
404,  440.027, 223.036, 0,  469.445, 224.254, 0,  470.231, 187.382, 0,  499.974, 183.086, 0
405,  435.583, 222.546, 0,  465.382, 223.676, 0,  466.164, 186.643, 0,  495.876, 182.766, 0
406,  431.138, 222.303, 0,  461.006, 223.405, 0,  461.753, 186.371, 0,  491.447, 182.247, 0
407,  426.811, 221.910, 0,  456.706, 223.235, 0,  457.257, 186.234, 0,  487.295, 182.114, 0
408,  422.725, 221.578, 0,  452.780, 222.757, 0,  453.420, 185.695, 0,  483.200, 181.935, 0
409,  418.463, 221.130, 0,  448.684, 222.443, 0,  449.229, 185.463, 0,  479.187, 181.535, 0
410,  414.863, 220.412, 1,  444.422, 222.191, 0,  444.925, 184.839, 0,  474.682, 181.086, 0
411,  410.336, 220.673, 0,  440.376, 221.665, 0,  440.902, 184.509, 0,  470.771, 180.346, 0
412,  406.464, 220.098, 0,  436.423, 221.229, 0,  436.705, 184.277, 0,  466.443, 180.054, 0
413,  402.549, 219.708, 0,  432.401, 221.151, 0,  432.885, 183.747, 0,  462.377, 179.870, 0
414,  398.616, 219.714, 0,  428.469, 220.757, 0,  428.848, 183.649, 0,  458.465, 179.510, 0
415,  394.681, 219.752, 0,  424.475, 220.751, 0,  424.814, 183.384, 0,  454.490, 179.275, 0
416,  390.264, 219.764, 0,  419.943, 220.816, 0,  420.107, 183.531, 0,  449.934, 179.464, 0
417,  386.239, 219.858, 0,  415.909, 220.726, 0,  415.971, 183.624, 0,  445.154, 179.269, 0
418,  382.286, 219.821, 0,  411.972, 220.795, 0,  412.006, 183.433, 0,  441.484, 179.394, 0
419,  378.643, 219.777, 0,  408.247, 220.652, 0,  408.182, 183.523, 0,  437.570, 179.325, 0
420,  374.816, 219.807, 0,  404.449, 220.747, 0,  404.233, 183.506, 0,  433.572, 179.125, 0
421,  371.116, 219.875, 0,  400.591, 220.729, 0,  400.186, 183.514, 0,  429.448, 179.182, 0
422,  367.009, 220.089, 0,  396.480, 220.760, 0,  396.050, 183.525, 0,  424.935, 179.187, 0
423,  363.382, 219.800, 0,  392.564, 220.710, 0,  392.040, 183.384, 0,  420.652, 178.961, 0
424,  359.643, 219.777, 0,  388.710, 220.386, 0,  388.104, 183.191, 0,  416.710, 178.845, 0
425,  356.167, 219.368, 0,  385.300, 219.778, 0,  384.464, 182.670, 0,  413.146, 178.089, 0
426,  353.000, 217.000, 0,  382.197, 219.528, 0,  381.421, 182.333, 0,  410.144, 177.656, 0
427,  349.000, 217.000, 0,  378.279, 219.933, 0,  377.455, 182.719, 0,  406.234, 178.188, 0
428,  346.000, 218.000, 0,  374.123, 220.609, 0,  373.068, 183.477, 0,  401.135, 179.109, 0
429,  341.963, 220.458, 0,  370.210, 221.182, 0,  368.670, 184.101, 0,  396.478, 179.894, 0
430,  340.372, 220.526, 0,  367.153, 221.362, 0,  365.694, 184.134, 0,  393.453, 180.075, 0
431,  336.000, 218.000, 0,  364.508, 221.072, 0,  363.221, 183.737, 0,  391.189, 179.390, 0
432,  334.000, 218.000, 0,  361.918, 220.863, 0,  360.304, 183.511, 0,  388.513, 179.058, 0
433,  331.000, 218.000, 0,  359.180, 221.000, 0,  357.791, 183.802, 0,  385.909, 179.642, 0
434,  327.990, 220.608, 1,  356.180, 221.421, 0,  354.872, 184.251, 0,  382.845, 179.814, 0
435,  325.933, 221.180, 0,  353.289, 221.606, 0,  352.077, 184.414, 0,  379.741, 179.679, 0
436,  322.904, 221.481, 1,  351.011, 222.139, 0,  349.516, 184.823, 0,  377.462, 180.100, 0
437,  321.000, 220.000, 0,  348.600, 222.639, 0,  347.151, 185.403, 0,  375.200, 180.806, 0
438,  318.471, 222.735, 1,  346.311, 223.106, 0,  344.936, 185.889, 0,  372.551, 181.044, 0
439,  317.000, 221.000, 0,  344.213, 223.500, 0,  342.866, 186.231, 0,  370.331, 181.087, 0
440,  315.000, 221.000, 0,  342.613, 223.834, 0,  341.305, 186.583, 0,  369.079, 181.604, 0
441,  313.000, 222.000, 0,  340.864, 224.192, 0,  339.513, 186.984, 0,  367.278, 181.791, 0
442,  312.000, 222.000, 0,  339.829, 224.470, 0,  338.445, 187.236, 0,  366.076, 182.083, 0
443,  311.000, 223.000, 0,  338.834, 224.917, 0,  337.452, 187.677, 0,  365.335, 182.559, 0
444,  310.000, 223.000, 0,  337.509, 225.377, 0,  336.209, 188.102, 0,  364.091, 182.877, 0
445,  309.000, 224.000, 0,  336.520, 225.793, 0,  335.103, 188.440, 0,  362.943, 183.096, 0
446,  308.000, 224.000, 0,  336.011, 225.923, 0,  334.533, 188.603, 0,  362.287, 183.162, 0
447,  308.000, 224.000, 0,  335.511, 225.946, 0,  334.198, 188.593, 0,  362.225, 183.094, 0
448,  307.000, 224.000, 0,  335.296, 225.698, 0,  334.000, 188.492, 0,  362.031, 182.988, 0
449,  308.000, 223.000, 0,  335.594, 225.394, 0,  334.465, 188.064, 0,  362.752, 182.652, 0
450,  308.000, 223.000, 0,  336.011, 225.083, 0,  334.929, 187.665, 0,  363.283, 182.208, 0
451,  308.000, 223.000, 0,  336.453, 224.674, 0,  335.330, 187.266, 0,  363.785, 181.804, 0
452,  309.000, 222.000, 0,  337.552, 224.105, 0,  336.514, 186.710, 0,  364.853, 181.104, 0
453,  311.000, 222.000, 0,  338.841, 223.604, 0,  337.661, 186.073, 0,  366.129, 180.798, 0
454,  312.000, 221.000, 0,  340.262, 222.776, 0,  339.158, 185.440, 0,  367.572, 180.038, 0
455,  314.000, 220.000, 0,  342.011, 222.275, 0,  341.217, 184.735, 0,  369.745, 179.350, 0
456,  316.000, 219.000, 0,  344.068, 221.497, 0,  343.312, 184.054, 0,  371.963, 178.634, 0
457,  318.000, 219.000, 0,  346.472, 220.772, 0,  346.120, 183.361, 0,  374.803, 177.803, 0
458,  320.000, 218.000, 0,  348.989, 220.166, 0,  348.409, 182.718, 0,  377.462, 177.139, 0
459,  323.000, 217.000, 0,  352.152, 219.388, 0,  351.983, 181.722, 0,  381.182, 176.434, 0
460,  326.000, 216.000, 0,  355.448, 218.785, 0,  355.429, 181.196, 0,  384.929, 175.891, 0
461,  329.000, 216.000, 0,  358.298, 218.579, 0,  358.175, 181.142, 0,  387.937, 175.623, 0
462,  332.000, 216.000, 0,  361.044, 218.560, 0,  361.028, 181.105, 0,  390.528, 175.640, 0
463,  335.000, 216.000, 0,  364.549, 218.804, 0,  364.914, 181.130, 0,  394.494, 175.766, 0
464,  338.000, 217.000, 0,  367.473, 219.033, 0,  367.402, 181.234, 0,  397.346, 176.033, 0
465,  341.000, 216.000, 0,  370.659, 219.016, 0,  370.911, 181.361, 0,  400.974, 176.135, 0
466,  344.000, 216.000, 0,  374.505, 219.087, 0,  374.951, 181.374, 0,  405.196, 176.310, 0
467,  347.000, 217.000, 0,  377.643, 219.280, 0,  378.131, 181.590, 0,  408.660, 176.409, 0
468,  351.000, 217.000, 0,  381.151, 219.645, 0,  381.555, 181.819, 0,  412.138, 176.813, 0
469,  353.362, 220.086, 0,  384.382, 220.343, 0,  384.918, 182.484, 0,  415.968, 177.123, 0
470,  357.000, 218.000, 0,  387.884, 220.979, 0,  388.370, 183.103, 0,  419.354, 177.728, 0
471,  360.000, 219.000, 0,  391.533, 221.484, 0,  392.065, 183.459, 0,  423.352, 178.358, 0
472,  364.000, 219.000, 0,  395.344, 221.995, 0,  395.730, 184.016, 0,  427.090, 179.103, 0
473,  368.000, 219.000, 0,  399.348, 222.103, 0,  399.926, 184.202, 0,  431.455, 179.154, 0
474,  371.484, 222.139, 0,  403.409, 222.651, 0,  404.286, 184.610, 0,  436.369, 179.600, 0
475,  375.000, 220.000, 0,  407.097, 223.405, 0,  407.835, 185.297, 0,  439.573, 180.312, 0
476,  378.244, 223.723, 0,  410.335, 224.478, 0,  410.940, 186.418, 0,  442.799, 181.132, 0
477,  382.000, 222.000, 0,  414.472, 225.156, 0,  415.068, 187.184, 0,  447.166, 182.338, 0
478,  386.076, 225.126, 0,  418.484, 226.048, 0,  419.143, 187.937, 0,  451.614, 183.025, 0
479,  390.000, 223.000, 0,  422.668, 226.615, 0,  423.536, 188.443, 0,  455.944, 183.584, 0
480,  393.957, 226.658, 0,  426.774, 227.360, 0,  427.842, 189.326, 0,  460.199, 184.372, 0
481,  398.000, 225.000, 0,  430.609, 228.130, 0,  431.479, 189.968, 0,  464.113, 184.862, 0
482,  401.541, 228.328, 0,  434.352, 228.907, 0,  435.128, 190.755, 0,  468.031, 185.574, 0
483,  403.698, 228.779, 0,  437.883, 230.021, 0,  438.921, 191.868, 0,  471.418, 186.816, 0
484,  408.567, 230.992, 0,  441.253, 231.005, 0,  442.091, 192.828, 0,  474.876, 187.571, 0
485,  411.911, 232.193, 0,  444.711, 232.021, 0,  445.831, 193.947, 0,  478.340, 188.667, 0
486,  415.522, 232.761, 0,  448.299, 232.924, 0,  449.257, 194.743, 0,  482.228, 189.633, 0
487,  418.469, 234.023, 0,  451.172, 233.973, 0,  452.081, 195.828, 0,  485.164, 190.528, 0
488,  421.295, 235.106, 0,  453.867, 235.021, 0,  455.113, 196.715, 0,  487.385, 191.519, 0
489,  424.326, 235.550, 0,  456.905, 235.640, 0,  457.995, 197.422, 0,  490.557, 192.165, 0
490,  427.235, 236.394, 0,  459.645, 236.388, 0,  460.860, 198.263, 0,  493.425, 193.033, 0
491,  430.038, 237.062, 0,  462.742, 236.979, 0,  464.021, 198.834, 0,  496.632, 193.619, 0
492,  433.000, 237.779, 0,  465.688, 237.640, 0,  467.060, 199.546, 0,  499.768, 194.252, 0
493,  435.887, 238.226, 0,  468.558, 238.409, 0,  469.903, 200.242, 0,  502.654, 195.033, 0
494,  438.777, 238.702, 0,  471.538, 239.066, 0,  472.832, 201.076, 0,  505.701, 195.909, 0
495,  441.519, 239.374, 0,  474.169, 239.590, 0,  475.302, 201.604, 0,  508.211, 196.961, 0
496,  443.504, 239.959, 0,  476.177, 240.403, 0,  477.297, 202.335, 0,  510.096, 197.577, 0
