----------環境----------
シーン数,      1130
ターゲット数,  4
インターバル,  1
フレームレート,30Fps
スケール,      1.000
長さ単位,      cm
----------2Dオブジェクト----------
1,｢｣
2,｢｣
3,｢｣
4,｢｣
----------データ----------
シーン,   1X, 1Y, レベル,   2X, 2Y, レベル,   3X, 3Y, レベル,   4X, 4Y, レベル
19,  288.915, 206.957, 0,  249.910, 207.393, 0,  249.737, 168.401, 0,  208.906, 163.776, 0
20,  289.024, 207.137, 0,  249.996, 207.357, 0,  249.918, 168.384, 0,  209.067, 163.702, 0
21,  289.038, 207.198, 0,  249.989, 207.490, 0,  249.936, 168.502, 0,  209.217, 163.904, 0
22,  288.953, 207.203, 0,  249.970, 207.434, 0,  249.768, 168.393, 0,  208.819, 163.700, 0
23,  288.920, 207.151, 0,  249.909, 207.491, 0,  249.768, 168.393, 0,  208.675, 163.729, 0
24,  288.833, 207.144, 0,  249.820, 207.492, 0,  249.723, 168.429, 0,  208.543, 163.756, 0
25,  288.817, 207.169, 0,  249.725, 207.524, 0,  249.723, 168.429, 0,  208.450, 163.774, 0
26,  288.907, 207.181, 0,  249.781, 207.581, 0,  249.723, 168.429, 0,  208.552, 163.659, 0
27,  288.833, 207.144, 0,  249.828, 207.502, 0,  249.723, 168.429, 0,  208.552, 163.659, 0
28,  288.833, 207.144, 0,  249.801, 207.431, 0,  249.693, 168.314, 0,  208.552, 163.659, 0
29,  288.633, 207.065, 0,  249.720, 207.340, 0,  249.539, 168.190, 0,  208.430, 163.439, 0
30,  288.370, 206.870, 0,  249.300, 207.262, 0,  249.199, 168.230, 0,  208.151, 163.423, 0
31,  288.135, 206.823, 0,  249.042, 207.049, 0,  248.758, 168.173, 0,  207.844, 163.503, 0
32,  288.000, 206.636, 0,  248.865, 206.966, 0,  248.645, 168.068, 0,  207.679, 163.308, 0
33,  288.117, 206.507, 0,  248.996, 206.786, 0,  248.776, 167.952, 0,  207.780, 163.259, 0
34,  288.227, 206.372, 0,  249.087, 206.757, 0,  248.871, 167.831, 0,  207.971, 162.971, 0
35,  288.224, 206.300, 0,  249.065, 206.729, 0,  248.857, 167.861, 0,  207.915, 163.049, 0
36,  288.205, 206.310, 0,  249.065, 206.729, 0,  248.843, 167.833, 0,  207.866, 163.016, 0
37,  288.632, 206.387, 0,  249.582, 206.776, 0,  249.172, 167.828, 0,  208.276, 163.035, 0
38,  288.945, 206.356, 0,  249.799, 206.716, 0,  249.724, 167.803, 0,  208.576, 162.911, 0
39,  289.047, 206.360, 0,  249.936, 206.698, 0,  249.857, 167.803, 0,  208.801, 162.873, 0
40,  288.949, 206.366, 0,  249.799, 206.716, 0,  249.722, 167.722, 0,  208.553, 162.783, 0
41,  288.670, 206.288, 0,  249.669, 206.722, 0,  249.315, 167.786, 0,  208.260, 162.990, 0
42,  288.986, 206.319, 0,  249.861, 206.620, 0,  249.753, 167.663, 0,  208.553, 162.783, 0
43,  288.935, 206.333, 0,  249.731, 206.693, 0,  249.753, 167.663, 0,  208.553, 162.783, 0
44,  288.498, 206.174, 0,  249.251, 206.483, 0,  248.993, 167.677, 0,  207.863, 162.785, 0
45,  288.295, 206.210, 0,  249.030, 206.438, 0,  248.771, 167.535, 0,  207.563, 162.683, 0
46,  288.423, 205.948, 0,  249.097, 206.303, 0,  248.889, 167.284, 0,  207.752, 162.611, 0
47,  288.136, 205.930, 0,  248.996, 206.083, 0,  248.788, 167.126, 0,  207.653, 162.503, 0
48,  287.673, 205.780, 0,  248.558, 205.899, 0,  248.152, 166.993, 0,  207.169, 162.201, 0
49,  287.201, 205.659, 0,  248.004, 205.936, 0,  247.713, 167.027, 0,  206.684, 162.267, 0
50,  287.079, 205.660, 0,  247.846, 205.910, 0,  247.579, 167.003, 0,  206.378, 162.092, 0
51,  287.089, 205.812, 0,  247.921, 205.843, 0,  247.637, 166.976, 0,  206.449, 161.898, 0
52,  286.916, 205.766, 0,  247.815, 205.894, 0,  247.522, 166.956, 0,  206.359, 162.079, 0
53,  286.685, 205.883, 0,  247.598, 205.906, 0,  247.200, 167.003, 0,  206.220, 162.227, 0
54,  286.648, 205.986, 0,  247.674, 206.063, 0,  247.327, 167.152, 0,  206.154, 162.231, 0
55,  286.935, 206.318, 0,  247.869, 206.431, 0,  247.637, 167.271, 0,  206.569, 162.470, 0
56,  286.787, 206.514, 0,  247.789, 206.643, 0,  247.584, 167.524, 0,  206.492, 162.659, 0
57,  286.900, 206.919, 0,  247.833, 206.830, 0,  247.520, 167.753, 0,  206.420, 162.917, 0
58,  287.204, 207.265, 0,  248.056, 207.178, 0,  247.830, 167.929, 0,  206.740, 163.237, 0
59,  287.676, 207.695, 0,  248.483, 207.662, 0,  248.127, 168.336, 0,  207.227, 163.621, 0
60,  288.085, 208.113, 0,  249.056, 207.881, 0,  248.712, 168.699, 0,  208.109, 163.862, 0
61,  288.274, 208.380, 0,  249.279, 208.224, 0,  248.976, 169.075, 0,  208.122, 164.042, 0
62,  288.696, 208.949, 0,  249.632, 208.688, 0,  249.282, 169.505, 0,  208.435, 164.445, 0
63,  289.596, 209.390, 0,  250.449, 209.019, 0,  250.433, 169.876, 0,  209.340, 164.654, 0
64,  290.395, 209.940, 0,  251.208, 209.520, 0,  251.524, 170.328, 0,  210.266, 165.177, 0
65,  290.945, 210.376, 0,  251.763, 209.916, 0,  251.800, 170.797, 0,  210.637, 165.643, 0
66,  291.479, 210.840, 0,  252.198, 210.348, 0,  252.377, 171.033, 0,  211.113, 165.997, 0
67,  291.894, 211.392, 0,  252.831, 211.210, 0,  253.007, 171.650, 0,  212.043, 166.672, 0
68,  292.481, 212.139, 0,  253.049, 212.007, 0,  253.242, 172.481, 0,  212.154, 167.337, 0
69,  292.694, 212.866, 0,  253.321, 212.754, 0,  253.425, 173.281, 0,  212.252, 168.392, 0
70,  293.256, 213.685, 0,  253.759, 213.727, 0,  253.803, 174.230, 0,  212.439, 169.529, 0
71,  294.104, 214.656, 0,  254.549, 214.873, 0,  254.625, 175.266, 0,  213.259, 170.804, 0
72,  295.265, 215.804, 0,  255.507, 216.102, 0,  255.702, 176.517, 0,  214.195, 172.047, 0
73,  296.464, 216.920, 0,  256.568, 217.348, 0,  257.003, 177.840, 0,  215.170, 173.167, 0
74,  297.838, 218.239, 0,  257.894, 218.734, 0,  257.994, 178.906, 0,  216.104, 174.303, 0
75,  299.160, 219.525, 0,  259.196, 220.025, 0,  259.434, 180.148, 0,  217.397, 175.567, 0
76,  300.730, 220.923, 0,  260.564, 221.182, 0,  261.231, 181.306, 0,  219.279, 176.867, 0
77,  301.978, 222.067, 0,  261.912, 222.558, 0,  262.621, 182.646, 0,  220.586, 178.436, 0
78,  303.105, 223.509, 0,  262.979, 224.454, 0,  263.626, 184.307, 0,  221.467, 180.105, 0
79,  304.170, 225.224, 0,  263.979, 226.205, 0,  264.566, 186.171, 0,  222.160, 182.046, 0
80,  305.195, 226.872, 0,  264.882, 227.913, 0,  265.614, 188.000, 0,  223.082, 184.009, 0
81,  306.373, 228.684, 0,  265.902, 229.744, 0,  266.739, 189.811, 0,  224.128, 185.797, 0
82,  307.974, 230.425, 0,  267.437, 231.511, 0,  268.285, 191.655, 0,  225.509, 187.671, 0
83,  309.615, 232.031, 0,  269.059, 232.983, 0,  270.141, 192.897, 0,  227.311, 189.370, 0
84,  311.307, 233.606, 0,  270.833, 234.371, 0,  272.019, 194.194, 0,  229.023, 190.642, 0
85,  312.918, 234.789, 0,  272.292, 235.966, 0,  273.534, 195.453, 0,  230.708, 191.828, 0
86,  314.842, 236.299, 0,  273.828, 237.318, 0,  275.107, 196.997, 0,  231.871, 192.828, 0
87,  316.148, 237.534, 0,  275.051, 238.857, 0,  276.633, 198.645, 0,  233.103, 194.115, 0
88,  317.639, 238.910, 0,  276.380, 240.180, 0,  284.000, 188.000, 0,  234.280, 195.477, 0
89,  319.310, 240.485, 0,  277.949, 241.782, 0,  280.310, 195.000, 0,  235.381, 197.120, 0
90,  321.075, 241.699, 0,  288.000, 235.000, 0,  281.143, 195.631, 0,  236.732, 198.723, 0
91,  323.237, 243.250, 0,  283.795, 240.462, 0,  283.124, 200.124, 0,  238.664, 199.913, 0
92,  325.328, 244.664, 0,  284.709, 241.037, 0,  292.000, 193.000, 0,  241.075, 200.962, 0
93,  327.243, 245.907, 0,  285.630, 244.835, 0,  294.000, 195.000, 0,  242.934, 202.210, 0
94,  329.255, 247.370, 0,  286.835, 248.634, 0,  296.000, 196.000, 0,  244.602, 203.393, 0
95,  331.037, 248.726, 0,  288.284, 250.251, 0,  297.000, 198.000, 0,  245.823, 204.955, 0
96,  332.780, 250.228, 0,  289.974, 251.544, 0,  299.000, 199.000, 0,  246.980, 206.709, 0
97,  334.522, 251.791, 0,  291.489, 253.223, 0,  300.000, 201.000, 0,  247.951, 208.180, 0
98,  336.141, 253.552, 0,  293.003, 255.119, 0,  302.000, 202.000, 0,  249.294, 209.874, 0
99,  338.228, 255.504, 0,  304.000, 249.000, 0,  298.012, 208.400, 0,  250.994, 211.682, 0
100,  339.717, 257.043, 0,  307.000, 251.000, 1,  298.431, 209.077, 0,  252.692, 213.080, 0
101,  341.825, 258.911, 0,  301.741, 255.722, 0,  307.000, 206.000, 0,  253.898, 214.321, 0
102,  344.391, 260.910, 0,  302.830, 256.434, 0,  310.000, 209.000, 0,  255.851, 215.887, 0
103,  346.933, 262.788, 0,  303.461, 260.525, 0,  313.000, 211.000, 0,  258.417, 217.363, 0
104,  348.953, 264.724, 0,  304.744, 265.642, 0,  315.000, 213.000, 0,  260.918, 219.268, 0
105,  350.934, 266.713, 0,  306.352, 268.531, 0,  316.000, 215.000, 0,  262.860, 220.945, 0
106,  352.777, 268.692, 0,  308.147, 269.646, 0,  318.000, 217.000, 0,  264.711, 222.997, 0
107,  354.527, 270.815, 0,  309.987, 271.418, 0,  320.000, 219.000, 0,  266.661, 224.967, 0
108,  356.421, 273.028, 0,  311.913, 273.291, 0,  322.000, 221.000, 0,  268.623, 226.922, 0
109,  358.383, 275.090, 0,  313.757, 275.243, 0,  325.000, 224.000, 0,  270.748, 228.786, 0
110,  360.234, 276.906, 0,  315.595, 277.180, 0,  326.000, 226.000, 0,  272.636, 230.628, 0
111,  361.668, 278.432, 0,  316.772, 278.985, 0,  328.000, 227.000, 0,  274.292, 231.943, 0
112,  362.771, 279.897, 0,  317.909, 280.385, 0,  329.000, 229.000, 0,  275.435, 233.030, 0
113,  363.885, 281.019, 0,  318.948, 281.621, 0,  330.000, 230.000, 0,  276.496, 234.141, 0
114,  365.181, 282.300, 0,  320.113, 282.658, 0,  331.000, 231.000, 0,  277.619, 235.011, 0
115,  366.323, 283.525, 0,  321.257, 283.709, 0,  333.000, 232.000, 0,  278.734, 235.952, 0
116,  366.992, 284.409, 0,  321.966, 284.646, 0,  333.000, 233.000, 0,  279.622, 236.965, 0
117,  367.824, 285.164, 0,  322.735, 285.578, 0,  334.000, 234.000, 0,  280.536, 237.920, 0
118,  368.631, 285.886, 0,  323.562, 285.985, 0,  335.000, 235.000, 0,  280.726, 238.715, 0
119,  369.140, 286.399, 0,  323.937, 286.491, 0,  335.000, 235.000, 0,  280.920, 239.435, 0
120,  369.668, 286.626, 0,  324.271, 286.693, 0,  336.000, 235.000, 0,  281.065, 239.482, 0
121,  369.764, 286.692, 0,  324.621, 286.654, 0,  336.000, 235.000, 0,  281.166, 239.518, 0
122,  369.764, 286.519, 0,  324.639, 286.524, 0,  336.000, 235.000, 0,  281.139, 239.462, 0
123,  369.685, 286.276, 0,  324.578, 286.102, 0,  336.000, 234.000, 0,  281.027, 239.326, 0
124,  369.700, 286.027, 0,  324.439, 285.804, 0,  336.000, 234.000, 0,  280.941, 239.238, 0
125,  369.283, 285.554, 0,  324.177, 285.599, 0,  335.000, 234.000, 0,  280.692, 239.113, 0
126,  369.043, 285.145, 0,  323.921, 284.979, 0,  335.000, 234.000, 0,  280.571, 238.894, 0
127,  368.802, 285.065, 0,  323.692, 284.893, 0,  335.000, 233.000, 0,  280.454, 238.946, 0
128,  368.519, 285.075, 0,  323.139, 284.622, 0,  335.000, 233.000, 0,  280.398, 238.768, 0
129,  367.881, 284.754, 0,  322.926, 284.558, 0,  335.000, 233.000, 0,  280.329, 238.638, 0
130,  367.310, 284.287, 0,  322.690, 284.623, 0,  334.000, 233.000, 0,  280.186, 238.795, 0
131,  367.000, 284.378, 0,  322.128, 284.611, 0,  334.000, 233.000, 0,  280.028, 238.877, 0
132,  367.137, 284.690, 0,  322.189, 284.643, 0,  334.000, 234.000, 0,  280.186, 238.795, 0
133,  367.039, 284.801, 0,  322.232, 284.833, 0,  334.000, 234.000, 0,  280.225, 238.871, 0
134,  366.750, 284.802, 0,  321.961, 284.888, 0,  334.000, 234.000, 0,  280.050, 238.942, 0
135,  366.315, 284.762, 0,  321.855, 284.897, 0,  334.000, 234.000, 0,  279.983, 238.916, 0
136,  366.266, 284.822, 0,  321.949, 284.855, 0,  334.000, 234.000, 0,  280.134, 238.833, 0
137,  366.184, 284.750, 0,  321.769, 284.714, 0,  334.000, 234.000, 0,  280.000, 238.825, 0
138,  365.841, 284.442, 0,  321.451, 284.559, 0,  333.000, 234.000, 0,  279.734, 238.780, 0
139,  365.239, 284.251, 0,  320.881, 284.374, 0,  333.000, 233.000, 0,  279.011, 238.720, 0
140,  365.079, 284.075, 0,  320.243, 284.055, 0,  332.000, 233.000, 0,  278.316, 238.362, 0
141,  364.712, 283.761, 0,  320.030, 283.648, 0,  332.000, 233.000, 0,  278.186, 237.795, 0
142,  364.048, 283.163, 0,  319.657, 283.065, 0,  331.000, 232.000, 0,  277.900, 237.025, 0
143,  363.082, 282.755, 0,  318.785, 282.630, 0,  331.000, 232.000, 0,  277.468, 236.267, 0
144,  362.119, 282.036, 0,  317.822, 282.028, 0,  329.000, 231.000, 0,  276.452, 236.052, 0
145,  361.016, 281.277, 0,  316.793, 281.327, 0,  328.000, 230.000, 0,  275.011, 235.720, 0
146,  359.704, 280.667, 0,  315.502, 280.724, 0,  327.000, 230.000, 0,  273.699, 235.009, 0
147,  358.082, 279.735, 0,  314.006, 279.932, 0,  325.000, 229.000, 0,  272.025, 234.025, 0
148,  356.482, 279.004, 0,  312.919, 279.090, 0,  323.000, 228.000, 0,  270.503, 233.218, 0
149,  355.432, 278.072, 0,  314.000, 272.000, 0,  319.014, 232.679, 0,  269.578, 232.168, 0
150,  353.759, 277.162, 0,  311.322, 274.979, 0,  320.000, 226.000, 0,  268.897, 231.201, 0
151,  351.901, 276.091, 0,  310.363, 274.605, 0,  315.769, 230.885, 0,  267.443, 230.197, 0
152,  350.192, 274.902, 0,  309.000, 268.000, 0,  315.133, 230.583, 0,  265.815, 229.202, 0
153,  348.527, 273.876, 0,  307.230, 271.933, 1,  311.502, 231.093, 0,  264.304, 228.017, 0
154,  346.928, 272.682, 0,  306.495, 271.348, 1,  307.939, 231.614, 0,  263.184, 226.916, 0
155,  345.120, 271.244, 0,  303.854, 271.217, 0,  305.403, 231.025, 0,  261.966, 225.831, 0
156,  343.465, 270.255, 0,  301.170, 270.138, 0,  304.232, 230.021, 0,  260.936, 224.687, 0
157,  342.117, 269.138, 0,  299.416, 268.883, 0,  303.303, 228.826, 0,  259.871, 223.503, 0
158,  340.737, 267.931, 0,  298.601, 267.608, 0,  302.216, 227.848, 0,  258.847, 222.092, 0
159,  339.018, 266.715, 0,  297.614, 266.319, 0,  300.941, 226.740, 0,  257.834, 220.994, 0
160,  337.556, 265.267, 0,  296.376, 264.945, 0,  299.601, 225.569, 0,  256.562, 219.829, 0
161,  335.908, 263.865, 0,  294.732, 263.701, 0,  297.957, 224.018, 0,  254.919, 218.645, 0
162,  334.817, 262.626, 0,  293.610, 262.315, 0,  296.559, 222.526, 0,  253.598, 217.111, 0
163,  333.690, 261.677, 0,  292.682, 261.353, 0,  295.617, 221.578, 0,  252.754, 216.263, 0
164,  332.713, 260.803, 0,  292.042, 260.076, 0,  295.173, 220.906, 0,  252.617, 215.058, 0
165,  331.685, 259.788, 0,  291.265, 259.216, 0,  294.552, 220.010, 0,  252.296, 214.197, 0
166,  330.475, 258.779, 0,  290.330, 258.221, 0,  293.599, 219.099, 0,  251.887, 213.404, 0
167,  329.881, 257.790, 0,  289.939, 257.104, 0,  293.252, 218.095, 0,  251.497, 212.461, 0
168,  329.112, 256.860, 0,  289.447, 256.071, 0,  292.962, 217.184, 0,  251.503, 211.500, 0
169,  328.061, 255.859, 0,  288.540, 255.266, 0,  292.219, 216.281, 0,  250.976, 210.848, 0
170,  326.976, 255.203, 0,  287.591, 254.420, 0,  291.158, 215.516, 0,  250.192, 209.814, 0
171,  326.090, 254.495, 0,  286.688, 253.634, 0,  290.152, 215.045, 0,  249.261, 209.012, 0
172,  325.255, 253.802, 0,  285.934, 252.927, 0,  289.365, 214.707, 0,  248.481, 208.475, 0
173,  324.422, 253.057, 0,  285.511, 252.221, 0,  288.987, 213.872, 0,  248.319, 207.799, 0
174,  324.175, 252.464, 0,  284.884, 251.449, 0,  288.642, 213.099, 0,  248.006, 207.052, 0
175,  323.384, 251.744, 0,  284.266, 250.841, 0,  287.809, 212.385, 0,  247.396, 206.427, 0
176,  323.068, 251.063, 0,  283.914, 249.996, 0,  287.355, 211.737, 0,  246.962, 205.563, 0
177,  322.681, 250.219, 0,  283.704, 249.120, 0,  287.122, 210.967, 0,  246.766, 204.684, 0
178,  322.560, 249.338, 0,  283.577, 248.296, 0,  286.873, 210.017, 0,  246.511, 203.848, 0
179,  322.397, 248.622, 0,  283.393, 247.506, 0,  286.726, 209.221, 0,  246.136, 203.136, 0
180,  322.391, 248.034, 0,  283.509, 246.649, 0,  286.967, 208.398, 0,  246.409, 202.006, 0
181,  322.553, 247.393, 0,  283.711, 245.989, 0,  287.271, 207.950, 0,  246.808, 201.276, 0
182,  322.429, 246.650, 0,  283.626, 245.195, 0,  287.291, 207.459, 0,  246.838, 200.822, 0
183,  322.181, 245.975, 0,  283.293, 244.270, 0,  287.104, 206.574, 0,  246.755, 199.780, 0
184,  321.455, 244.896, 0,  282.743, 243.335, 0,  286.545, 205.608, 0,  246.181, 199.048, 0
185,  320.926, 243.797, 0,  282.200, 242.314, 0,  285.788, 204.743, 0,  245.789, 198.255, 0
186,  320.453, 242.940, 0,  281.880, 241.310, 0,  285.510, 203.814, 0,  245.431, 197.122, 0
187,  320.218, 242.045, 0,  281.689, 240.472, 0,  285.255, 202.893, 0,  245.288, 196.284, 0
188,  319.682, 241.060, 0,  281.333, 239.498, 0,  284.886, 201.990, 0,  245.179, 195.270, 0
189,  319.348, 240.199, 0,  281.130, 238.555, 0,  284.657, 201.038, 0,  245.010, 194.346, 0
190,  318.839, 239.399, 0,  280.657, 237.761, 0,  284.079, 200.274, 0,  244.738, 193.615, 0
191,  318.359, 238.692, 0,  280.279, 237.154, 0,  283.892, 199.791, 0,  244.463, 193.196, 0
192,  317.773, 237.985, 0,  280.036, 236.335, 0,  283.649, 199.004, 0,  244.472, 192.574, 0
193,  317.308, 237.169, 0,  279.891, 235.339, 0,  283.599, 198.152, 0,  244.631, 191.544, 0
194,  317.169, 236.169, 0,  279.926, 234.275, 0,  283.744, 197.149, 0,  245.034, 190.733, 0
195,  316.941, 234.686, 0,  279.769, 232.876, 0,  283.726, 196.018, 0,  245.119, 189.205, 0
196,  316.877, 233.519, 0,  279.830, 231.307, 0,  283.730, 194.544, 0,  245.367, 187.505, 0
197,  316.797, 231.829, 0,  279.703, 229.716, 0,  283.866, 192.971, 0,  245.641, 185.946, 0
198,  316.245, 230.161, 0,  279.288, 228.279, 0,  283.275, 191.359, 0,  244.993, 184.653, 0
199,  315.876, 228.737, 0,  278.936, 226.692, 0,  282.895, 189.953, 0,  244.825, 183.000, 0
200,  315.275, 227.418, 0,  278.561, 225.266, 0,  282.764, 188.734, 0,  244.861, 181.697, 0
201,  314.732, 225.918, 0,  277.991, 223.894, 0,  282.216, 187.470, 0,  244.221, 180.354, 0
202,  314.098, 224.647, 0,  277.403, 222.704, 0,  281.630, 186.132, 0,  243.789, 179.272, 0
203,  313.412, 223.643, 0,  276.893, 221.472, 0,  280.832, 184.908, 0,  242.932, 177.979, 0
204,  313.043, 222.573, 0,  276.462, 220.504, 0,  280.615, 183.907, 0,  242.820, 176.893, 0
205,  312.751, 221.829, 0,  276.312, 219.564, 0,  280.434, 182.944, 0,  242.873, 176.017, 0
206,  312.535, 220.919, 0,  276.094, 218.622, 0,  280.285, 182.052, 0,  242.717, 175.003, 0
207,  311.957, 220.212, 0,  275.583, 217.912, 0,  279.767, 181.452, 0,  242.238, 174.428, 0
208,  311.608, 219.812, 0,  275.260, 217.477, 0,  279.377, 180.966, 0,  241.812, 173.920, 0
209,  311.249, 219.558, 0,  275.057, 217.174, 0,  279.198, 180.709, 0,  241.737, 173.632, 0
210,  311.410, 219.596, 0,  275.168, 217.095, 0,  279.399, 180.731, 0,  241.983, 173.552, 0
211,  311.150, 219.561, 0,  275.057, 217.140, 0,  279.269, 180.694, 0,  241.930, 173.451, 0
212,  311.122, 219.600, 0,  275.135, 216.830, 0,  279.158, 180.519, 0,  241.759, 173.052, 0
213,  311.508, 219.469, 0,  275.343, 216.809, 0,  279.539, 180.464, 0,  242.209, 173.227, 0
214,  311.711, 219.306, 0,  275.443, 216.770, 0,  279.589, 180.307, 0,  242.316, 173.082, 0
215,  311.762, 219.049, 0,  275.580, 216.668, 0,  279.705, 180.190, 0,  242.424, 172.951, 0
216,  311.831, 218.852, 0,  275.757, 216.699, 0,  279.981, 180.274, 0,  242.701, 173.077, 0
217,  311.950, 219.066, 0,  275.845, 216.774, 0,  280.086, 180.360, 0,  242.699, 173.077, 0
218,  311.930, 219.173, 0,  275.855, 216.789, 0,  279.981, 180.274, 0,  242.449, 173.039, 0
219,  312.400, 219.303, 0,  276.052, 217.078, 0,  280.225, 180.476, 0,  242.742, 173.592, 0
220,  312.799, 219.174, 0,  276.203, 217.140, 0,  280.313, 180.522, 0,  242.760, 173.736, 0
221,  313.522, 219.473, 0,  276.931, 217.401, 0,  281.135, 180.662, 0,  243.524, 173.927, 0
222,  314.169, 219.727, 0,  277.725, 217.904, 0,  281.956, 181.136, 0,  244.072, 174.296, 0
223,  315.238, 220.306, 0,  278.441, 218.433, 0,  282.763, 181.579, 0,  244.826, 174.874, 0
224,  316.809, 221.053, 0,  279.805, 219.178, 0,  284.315, 182.238, 0,  246.123, 175.435, 0
225,  318.132, 222.116, 0,  281.274, 220.245, 0,  285.595, 183.281, 0,  247.264, 176.497, 0
226,  319.899, 223.180, 0,  282.855, 221.481, 0,  287.308, 184.377, 0,  248.741, 177.853, 0
227,  321.168, 224.555, 0,  284.083, 222.959, 0,  288.626, 185.680, 0,  249.970, 179.229, 0
228,  322.745, 225.958, 0,  285.376, 224.502, 0,  289.867, 187.298, 0,  250.957, 180.990, 0
229,  324.500, 227.636, 0,  287.048, 226.284, 0,  291.468, 188.884, 0,  252.340, 182.572, 0
230,  326.487, 229.598, 0,  288.817, 228.242, 0,  293.285, 190.676, 0,  254.116, 184.379, 0
231,  328.586, 231.808, 0,  290.822, 230.352, 0,  295.439, 192.821, 0,  256.123, 186.550, 0
232,  331.166, 234.161, 0,  293.250, 232.617, 0,  298.041, 195.154, 0,  258.495, 188.628, 0
233,  333.785, 236.626, 0,  295.909, 235.087, 0,  300.931, 197.486, 0,  261.228, 191.026, 0
234,  336.587, 239.289, 0,  298.482, 237.498, 0,  303.797, 199.973, 0,  264.161, 193.215, 0
235,  339.497, 242.179, 0,  301.386, 240.319, 0,  307.051, 202.572, 0,  267.311, 195.515, 0
236,  342.085, 245.095, 0,  304.028, 243.012, 0,  309.834, 205.234, 0,  270.244, 198.070, 0
237,  344.574, 247.807, 0,  306.337, 245.575, 0,  312.285, 207.892, 0,  272.593, 200.688, 0
238,  346.672, 250.433, 0,  308.449, 248.390, 0,  314.356, 210.825, 0,  274.730, 203.329, 0
239,  349.420, 253.370, 0,  310.938, 251.145, 0,  316.791, 213.500, 0,  277.181, 205.872, 0
240,  352.307, 256.129, 0,  313.465, 254.020, 0,  319.751, 215.993, 0,  279.847, 208.397, 0
241,  355.112, 258.883, 0,  316.316, 256.581, 0,  322.668, 218.474, 0,  282.486, 211.052, 0
242,  358.505, 261.698, 0,  319.459, 259.210, 0,  326.081, 221.010, 0,  285.587, 213.621, 0
243,  361.828, 264.287, 0,  322.743, 261.815, 0,  329.291, 223.699, 0,  288.811, 215.871, 0
244,  365.566, 266.927, 0,  326.201, 264.212, 0,  333.084, 225.974, 0,  292.174, 218.006, 0
245,  368.986, 269.283, 0,  329.456, 266.652, 0,  336.355, 228.145, 0,  295.410, 220.222, 0
246,  372.536, 271.199, 0,  332.513, 268.714, 0,  339.335, 230.122, 0,  298.222, 222.053, 0
247,  376.056, 273.288, 0,  335.601, 270.806, 0,  342.178, 232.083, 0,  300.523, 224.123, 0
248,  379.586, 275.144, 0,  338.710, 272.783, 0,  345.343, 233.931, 0,  302.859, 226.003, 0
249,  383.159, 277.236, 0,  341.816, 274.819, 0,  348.791, 235.966, 0,  305.648, 227.973, 0
250,  386.434, 279.270, 0,  344.749, 276.918, 0,  351.767, 237.988, 0,  308.346, 230.006, 0
251,  389.951, 281.469, 0,  348.000, 271.000, 0,  354.761, 239.752, 0,  311.107, 231.726, 0
252,  392.973, 283.403, 0,  349.504, 277.084, 0,  357.694, 241.694, 0,  313.754, 233.203, 0
253,  396.035, 284.987, 0,  350.968, 278.011, 1,  360.545, 243.554, 0,  315.949, 235.037, 0
