----------環境----------
シーン数,      1130
ターゲット数,  4
インターバル,  1
フレームレート,30Fps
スケール,      1.000
長さ単位,      cm
----------2Dオブジェクト----------
1,｢｣
2,｢｣
3,｢｣
4,｢｣
----------データ----------
シーン,   1X, 1Y, レベル,   2X, 2Y, レベル,   3X, 3Y, レベル,   4X, 4Y, レベル
254,  399.111, 286.770, 0,  354.221, 282.320, 0,  363.280, 244.881, 0,  318.552, 236.885, 0
255,  402.293, 288.509, 0,  358.304, 285.941, 0,  366.147, 246.150, 0,  321.213, 238.705, 0
256,  405.123, 290.144, 0,  365.000, 282.000, 0,  368.933, 247.536, 0,  323.861, 240.510, 0
257,  407.834, 291.921, 0,  364.231, 287.057, 1,  371.696, 249.239, 0,  326.674, 241.713, 0
258,  410.167, 293.590, 0,  365.440, 287.577, 1,  373.636, 250.886, 0,  328.415, 242.843, 0
259,  412.055, 294.710, 0,  367.107, 290.869, 1,  375.358, 252.633, 0,  329.470, 244.080, 0
260,  413.733, 296.124, 0,  369.117, 293.950, 0,  383.000, 244.000, 0,  330.645, 245.251, 0
261,  415.223, 297.496, 0,  368.000, 286.000, 0,  379.590, 249.681, 0,  331.630, 246.277, 0
262,  416.797, 298.744, 0,  370.485, 292.279, 1,  386.000, 247.000, 0,  332.654, 247.438, 0
263,  418.434, 300.084, 0,  371.386, 293.020, 1,  387.000, 249.000, 0,  333.704, 249.227, 0
264,  420.597, 301.403, 0,  373.537, 297.182, 1,  389.000, 250.000, 0,  335.033, 250.931, 0
265,  423.031, 303.012, 0,  376.743, 300.710, 0,  391.000, 251.000, 0,  336.547, 252.618, 0
266,  425.012, 304.548, 0,  379.400, 302.150, 0,  393.000, 252.000, 0,  338.504, 253.660, 0
267,  426.435, 305.502, 0,  380.741, 303.063, 0,  394.000, 253.000, 0,  339.892, 254.716, 0
268,  427.090, 306.125, 0,  381.059, 303.991, 0,  395.000, 254.000, 0,  340.693, 255.653, 0
269,  427.314, 306.655, 0,  381.044, 304.428, 0,  395.000, 255.000, 0,  340.649, 256.560, 0
270,  427.329, 306.934, 0,  381.119, 304.492, 0,  395.000, 255.000, 0,  340.624, 256.487, 0
271,  427.436, 307.000, 0,  381.315, 304.790, 0,  395.000, 255.000, 0,  340.787, 256.613, 0
272,  427.446, 307.035, 0,  381.306, 304.840, 0,  395.000, 256.000, 0,  340.784, 256.648, 0
273,  427.473, 307.054, 0,  381.337, 304.847, 0,  395.000, 255.000, 0,  340.810, 256.631, 0
274,  427.436, 307.000, 0,  381.366, 304.774, 0,  396.000, 256.000, 0,  340.906, 256.626, 0
275,  427.452, 306.961, 0,  381.398, 304.648, 0,  395.000, 255.000, 0,  340.941, 256.575, 0
276,  427.416, 306.755, 0,  381.404, 304.508, 0,  396.000, 256.000, 0,  340.968, 256.561, 0
277,  427.304, 306.460, 0,  381.228, 304.249, 0,  395.000, 254.000, 0,  340.866, 256.475, 0
278,  426.906, 306.351, 0,  381.062, 304.142, 0,  395.000, 254.000, 0,  340.848, 256.497, 0
279,  426.828, 306.369, 0,  380.843, 303.984, 0,  395.000, 256.000, 0,  340.740, 256.381, 0
280,  426.660, 306.398, 0,  380.804, 303.972, 0,  395.000, 255.000, 0,  340.691, 256.344, 0
281,  426.269, 306.372, 0,  380.778, 304.041, 0,  395.000, 255.000, 0,  340.823, 256.475, 0
282,  426.256, 306.335, 0,  380.735, 304.110, 0,  395.000, 255.000, 0,  340.823, 256.475, 0
283,  426.317, 306.498, 0,  380.813, 304.411, 0,  395.000, 255.000, 0,  340.788, 256.568, 0
284,  426.302, 306.675, 0,  380.798, 304.555, 0,  395.000, 255.000, 0,  340.810, 256.631, 0
285,  426.311, 306.957, 0,  380.828, 304.762, 0,  395.000, 255.000, 0,  340.718, 256.676, 0
286,  426.238, 307.016, 0,  380.790, 304.918, 0,  395.000, 255.000, 0,  340.790, 256.779, 0
287,  426.473, 307.367, 0,  380.959, 305.243, 0,  395.000, 257.000, 0,  340.946, 256.834, 0
288,  426.300, 307.532, 0,  380.891, 305.457, 0,  395.000, 256.000, 0,  340.883, 256.902, 0
289,  426.064, 307.840, 0,  380.787, 305.611, 0,  394.000, 256.000, 0,  340.698, 257.000, 0
290,  425.911, 307.980, 0,  380.625, 306.044, 0,  394.000, 256.000, 0,  340.729, 257.210, 0
291,  425.972, 308.192, 0,  380.306, 306.099, 0,  394.000, 257.000, 0,  340.749, 257.187, 0
292,  425.927, 308.247, 0,  380.196, 306.231, 0,  394.000, 257.000, 0,  340.680, 257.251, 0
293,  425.842, 308.364, 0,  380.051, 306.330, 0,  395.000, 258.000, 0,  340.606, 257.347, 0
294,  425.675, 308.366, 0,  380.025, 306.307, 0,  394.000, 257.000, 0,  340.572, 257.298, 0
295,  425.486, 308.226, 0,  379.861, 306.164, 0,  394.000, 257.000, 0,  340.445, 257.246, 0
296,  425.036, 308.178, 0,  379.681, 306.256, 0,  394.000, 257.000, 0,  340.377, 257.380, 0
297,  424.809, 308.252, 0,  379.076, 306.313, 0,  394.000, 257.000, 0,  340.363, 258.003, 0
298,  424.416, 308.286, 0,  378.346, 306.296, 0,  393.000, 258.000, 0,  340.145, 258.626, 0
299,  423.679, 308.366, 0,  378.044, 306.337, 0,  393.000, 258.000, 0,  339.835, 258.745, 0
300,  423.016, 308.421, 0,  377.769, 306.604, 0,  392.000, 258.000, 0,  339.577, 258.808, 0
301,  422.451, 308.727, 0,  377.121, 307.143, 0,  391.000, 258.000, 0,  338.887, 258.948, 0
302,  422.329, 309.317, 0,  376.545, 307.586, 0,  391.000, 259.000, 0,  338.188, 259.191, 0
303,  422.200, 310.000, 0,  376.442, 308.249, 0,  391.000, 260.000, 0,  337.410, 259.430, 0
304,  421.910, 310.746, 0,  376.318, 308.966, 0,  390.000, 260.000, 0,  337.341, 260.321, 0
305,  421.618, 311.461, 0,  375.971, 309.949, 0,  390.000, 261.000, 0,  337.212, 261.265, 0
306,  420.934, 312.399, 0,  375.760, 310.946, 0,  389.000, 263.000, 0,  337.059, 262.330, 0
307,  420.185, 313.382, 0,  375.257, 312.030, 0,  389.000, 264.000, 0,  336.753, 263.404, 0
308,  419.664, 314.412, 0,  374.740, 313.169, 0,  388.000, 266.000, 0,  335.976, 264.749, 0
309,  419.353, 315.562, 0,  373.951, 314.473, 0,  387.000, 267.000, 0,  335.078, 266.514, 0
310,  418.841, 316.808, 0,  376.000, 313.000, 0,  383.226, 271.007, 0,  333.944, 268.216, 0
311,  417.870, 317.828, 0,  375.000, 314.000, 1,  382.376, 271.772, 0,  332.667, 270.213, 0
312,  416.925, 318.946, 0,  372.941, 316.955, 0,  379.671, 275.624, 0,  330.887, 272.194, 0
313,  416.413, 320.393, 0,  372.607, 317.863, 1,  377.187, 279.523, 0,  329.345, 274.065, 0
314,  416.086, 322.302, 0,  370.883, 321.310, 1,  376.029, 282.751, 0,  328.606, 276.347, 0
315,  416.087, 324.296, 0,  369.810, 324.591, 0,  375.986, 285.414, 0,  328.563, 279.110, 0
316,  416.021, 326.362, 0,  369.683, 326.745, 0,  376.012, 287.470, 0,  328.595, 281.757, 0
317,  415.992, 328.793, 0,  369.702, 329.095, 0,  376.075, 289.767, 0,  328.708, 283.956, 0
318,  416.195, 331.344, 0,  369.871, 331.658, 0,  376.499, 292.024, 0,  328.850, 286.274, 0
319,  415.958, 333.919, 0,  369.907, 334.303, 0,  376.770, 294.422, 0,  328.930, 289.140, 0
320,  415.848, 336.498, 0,  369.739, 336.880, 0,  376.671, 297.214, 0,  328.876, 292.011, 0
321,  415.460, 338.881, 0,  369.306, 339.289, 0,  376.435, 300.061, 0,  328.706, 294.921, 0
322,  415.171, 341.556, 0,  369.394, 341.875, 0,  376.504, 302.834, 0,  328.768, 297.760, 0
323,  415.255, 344.147, 0,  369.646, 344.350, 0,  376.667, 305.684, 0,  329.172, 300.497, 0
324,  415.269, 346.628, 0,  369.920, 346.861, 0,  376.927, 308.382, 0,  329.901, 302.671, 0
325,  415.504, 349.332, 0,  370.032, 349.128, 0,  377.152, 310.554, 0,  330.723, 304.755, 0
326,  415.557, 351.626, 0,  370.149, 351.566, 0,  377.284, 312.737, 0,  331.361, 306.865, 0
327,  415.513, 353.872, 0,  370.260, 353.675, 0,  377.456, 314.802, 0,  331.446, 308.814, 0
328,  415.491, 356.123, 0,  370.291, 355.695, 0,  377.833, 316.859, 0,  331.607, 310.870, 0
329,  415.204, 358.004, 0,  370.207, 357.822, 0,  377.659, 318.944, 0,  331.532, 312.964, 0
330,  415.018, 359.920, 0,  369.953, 359.982, 0,  377.504, 321.021, 0,  331.363, 315.090, 0
331,  414.898, 362.160, 0,  369.893, 362.054, 0,  377.423, 323.130, 0,  331.371, 317.167, 0
332,  414.807, 364.312, 0,  369.789, 364.186, 0,  377.256, 325.289, 0,  331.284, 319.318, 0
333,  414.414, 366.437, 0,  369.567, 366.538, 0,  377.110, 327.451, 0,  331.248, 321.574, 0
334,  414.117, 368.784, 0,  369.438, 368.924, 0,  376.988, 330.176, 0,  331.099, 324.383, 0
335,  414.190, 371.072, 0,  369.618, 371.449, 0,  377.063, 332.946, 0,  331.277, 327.191, 0
336,  414.427, 373.640, 0,  369.836, 373.836, 0,  377.415, 335.685, 0,  331.490, 329.915, 0
337,  414.768, 376.200, 0,  370.332, 376.453, 0,  377.742, 338.057, 0,  331.798, 332.775, 0
338,  415.315, 378.890, 0,  370.775, 378.982, 0,  378.003, 340.387, 0,  332.067, 335.632, 0
339,  415.464, 381.360, 0,  371.011, 381.624, 0,  378.281, 343.056, 0,  332.341, 337.887, 0
340,  415.313, 383.885, 0,  370.887, 384.086, 0,  378.462, 345.964, 0,  332.566, 340.156, 0
341,  415.171, 386.129, 0,  370.653, 386.511, 0,  378.170, 348.679, 0,  332.479, 342.556, 0
342,  414.843, 388.512, 0,  370.348, 388.830, 0,  377.877, 350.893, 0,  332.314, 345.273, 0
343,  414.608, 390.736, 0,  370.222, 390.883, 0,  377.757, 352.891, 0,  332.202, 347.682, 0
344,  414.502, 392.934, 0,  370.442, 393.197, 0,  377.879, 355.025, 0,  332.338, 349.887, 0
345,  414.434, 395.288, 0,  370.357, 395.376, 0,  377.856, 357.197, 0,  332.417, 351.901, 0
346,  414.281, 397.650, 0,  370.380, 397.593, 0,  377.877, 359.290, 0,  332.485, 353.962, 0
347,  414.265, 399.981, 0,  370.224, 399.821, 0,  377.873, 361.561, 0,  332.507, 356.138, 0
348,  414.099, 402.165, 0,  370.219, 402.058, 0,  377.830, 364.013, 0,  332.537, 358.291, 0
349,  413.942, 404.308, 0,  369.902, 404.306, 0,  377.563, 366.190, 0,  332.307, 360.470, 0
350,  413.886, 406.555, 0,  370.012, 406.523, 0,  377.331, 368.331, 0,  332.388, 362.953, 0
351,  414.238, 408.900, 0,  370.180, 408.751, 0,  377.580, 370.715, 0,  332.648, 365.340, 0
352,  414.286, 411.268, 0,  370.756, 411.122, 0,  378.022, 373.222, 0,  333.009, 367.767, 0
353,  414.445, 413.678, 0,  370.921, 413.344, 0,  378.296, 375.764, 0,  333.391, 369.852, 0
354,  414.404, 415.803, 0,  370.908, 415.570, 0,  378.397, 377.830, 0,  333.579, 371.955, 0
355,  414.813, 417.899, 0,  371.088, 417.637, 0,  378.425, 379.818, 0,  333.674, 374.000, 0
356,  415.368, 420.005, 0,  371.449, 419.494, 0,  378.997, 381.942, 0,  334.183, 375.916, 0
357,  415.601, 421.977, 0,  372.067, 421.462, 0,  379.723, 383.847, 0,  334.972, 377.844, 0
358,  416.256, 423.865, 0,  372.751, 423.126, 0,  380.144, 385.638, 0,  335.626, 379.638, 0
359,  416.407, 425.541, 0,  372.934, 424.727, 0,  380.615, 387.138, 0,  336.019, 380.984, 0
360,  417.096, 427.325, 0,  373.424, 426.535, 0,  381.139, 388.913, 0,  336.453, 382.518, 0
361,  417.486, 429.162, 0,  373.992, 428.371, 0,  381.671, 390.839, 0,  337.185, 384.361, 0
362,  418.102, 431.199, 0,  374.631, 430.385, 0,  382.188, 392.761, 0,  337.772, 386.291, 0
363,  418.546, 433.242, 0,  375.103, 432.377, 0,  382.801, 394.875, 0,  338.279, 388.276, 0
364,  419.321, 435.623, 0,  376.063, 434.573, 0,  383.671, 396.928, 0,  339.281, 390.281, 0
365,  420.262, 437.848, 0,  377.032, 436.672, 0,  384.881, 398.981, 0,  340.443, 392.264, 0
366,  420.947, 440.005, 0,  377.688, 438.524, 0,  385.728, 400.955, 0,  341.616, 394.157, 0
367,  421.352, 441.769, 0,  378.131, 440.243, 0,  386.422, 402.748, 0,  342.533, 395.854, 0
368,  421.895, 443.324, 0,  378.709, 441.554, 0,  386.761, 404.330, 0,  342.878, 397.362, 0
369,  422.167, 444.502, 0,  378.969, 442.681, 0,  387.190, 405.529, 0,  343.328, 398.376, 0
370,  422.229, 445.495, 0,  379.071, 443.543, 0,  387.471, 406.409, 0,  343.651, 398.981, 0
371,  422.076, 446.009, 0,  378.912, 444.340, 0,  387.146, 406.860, 0,  343.460, 399.883, 0
372,  422.249, 446.714, 0,  378.881, 444.889, 0,  387.151, 407.270, 0,  343.306, 400.641, 0
373,  422.195, 447.224, 0,  379.060, 445.652, 0,  387.350, 408.144, 0,  343.443, 401.217, 0
374,  422.486, 447.925, 0,  379.446, 446.145, 0,  387.675, 408.779, 0,  343.776, 401.698, 0
375,  423.153, 448.531, 0,  379.890, 446.761, 0,  387.980, 409.131, 0,  343.930, 402.139, 0
376,  423.379, 449.005, 0,  380.083, 447.369, 0,  388.206, 409.515, 0,  344.140, 402.889, 0
377,  423.714, 449.562, 0,  380.365, 447.703, 0,  388.513, 410.145, 0,  344.428, 403.482, 0
378,  423.563, 450.028, 0,  380.537, 448.239, 0,  388.748, 410.869, 0,  344.834, 403.769, 0
379,  423.243, 450.186, 0,  380.120, 448.498, 0,  388.208, 411.211, 0,  344.486, 403.809, 0
380,  422.957, 450.329, 0,  379.736, 448.584, 0,  387.785, 411.290, 0,  344.125, 403.959, 0
381,  422.773, 450.213, 0,  379.561, 448.565, 0,  387.502, 411.338, 0,  344.073, 404.009, 0
382,  422.683, 450.302, 0,  379.520, 448.512, 0,  387.515, 411.334, 0,  344.097, 403.972, 0
383,  422.175, 449.980, 0,  378.908, 448.076, 0,  386.841, 411.084, 0,  343.702, 403.759, 0
384,  421.412, 449.211, 0,  378.215, 447.490, 0,  385.938, 410.431, 0,  342.638, 403.320, 0
385,  420.780, 448.327, 0,  377.731, 446.675, 0,  385.265, 409.819, 0,  341.910, 402.913, 0
386,  420.188, 447.466, 0,  377.321, 445.809, 0,  384.824, 408.997, 0,  341.285, 402.410, 0
387,  419.990, 446.685, 0,  377.126, 444.960, 0,  384.753, 408.031, 0,  341.303, 401.438, 0
388,  419.587, 445.697, 0,  376.752, 444.089, 0,  384.111, 407.081, 0,  341.070, 400.389, 0
389,  418.668, 444.694, 0,  376.128, 442.967, 0,  383.559, 406.172, 0,  340.643, 399.344, 0
390,  417.950, 443.427, 0,  375.605, 441.663, 0,  382.893, 404.955, 0,  340.189, 398.138, 0
391,  417.202, 441.929, 0,  374.922, 440.354, 0,  382.220, 403.613, 0,  339.696, 396.826, 0
392,  416.645, 440.472, 0,  374.711, 438.870, 0,  381.849, 402.127, 0,  339.248, 395.680, 0
393,  416.062, 438.990, 0,  374.222, 437.372, 0,  381.589, 400.762, 0,  339.304, 394.186, 0
394,  415.407, 437.294, 0,  373.708, 435.508, 0,  380.958, 398.857, 0,  338.922, 392.331, 0
395,  414.812, 435.178, 0,  373.343, 433.543, 0,  380.502, 396.936, 0,  338.615, 390.270, 0
396,  414.063, 432.901, 0,  372.871, 431.440, 0,  380.007, 394.894, 0,  338.385, 388.203, 0
397,  412.780, 430.435, 0,  371.965, 428.983, 0,  379.019, 392.623, 0,  337.567, 386.017, 0
398,  411.594, 427.740, 0,  370.724, 426.553, 0,  377.525, 390.050, 0,  336.438, 383.771, 0
399,  410.565, 425.215, 0,  370.127, 424.150, 0,  376.714, 387.564, 0,  335.762, 381.629, 0
400,  409.795, 422.714, 0,  369.448, 421.278, 0,  376.348, 384.985, 0,  335.535, 378.717, 0
401,  408.691, 419.613, 0,  368.555, 418.298, 0,  375.292, 382.004, 0,  334.713, 375.895, 0
402,  407.486, 416.196, 0,  367.789, 415.023, 0,  374.272, 378.845, 0,  333.937, 372.770, 0
403,  406.161, 412.753, 0,  366.685, 411.755, 0,  373.242, 375.719, 0,  333.326, 369.698, 0
404,  404.547, 409.151, 0,  365.362, 408.305, 0,  371.728, 372.540, 0,  332.088, 366.723, 0
405,  402.659, 405.671, 0,  363.592, 404.886, 0,  369.965, 369.127, 0,  330.530, 363.685, 0
406,  400.887, 402.321, 0,  362.150, 401.816, 0,  368.149, 365.965, 0,  328.891, 360.507, 0
407,  398.756, 399.024, 0,  360.335, 398.703, 0,  366.292, 362.924, 0,  327.350, 357.618, 0
408,  397.128, 395.939, 0,  359.000, 395.612, 0,  364.884, 359.976, 0,  326.007, 354.776, 0
409,  395.800, 392.981, 0,  357.806, 392.905, 0,  363.538, 357.237, 0,  325.004, 352.124, 0
410,  394.828, 390.129, 0,  357.099, 389.950, 0,  362.669, 354.527, 0,  324.448, 349.270, 0
411,  393.786, 387.497, 0,  356.460, 387.192, 0,  362.107, 351.942, 0,  324.161, 346.820, 0
412,  392.745, 384.834, 0,  355.574, 384.701, 0,  361.094, 349.347, 0,  323.421, 344.256, 0
413,  391.623, 382.188, 0,  354.753, 382.129, 0,  360.151, 346.904, 0,  322.498, 341.963, 0
414,  390.503, 379.702, 0,  353.789, 379.442, 0,  359.305, 344.519, 0,  321.878, 339.553, 0
415,  389.265, 377.429, 0,  352.737, 377.189, 0,  358.254, 342.199, 0,  321.258, 337.373, 0
416,  387.633, 374.840, 0,  351.727, 374.743, 0,  356.860, 339.851, 0,  320.054, 334.946, 0
417,  386.456, 372.612, 0,  350.545, 372.312, 0,  355.838, 337.524, 0,  319.239, 332.502, 0
418,  385.234, 370.248, 0,  349.484, 370.237, 0,  354.693, 335.325, 0,  318.276, 330.528, 0
419,  384.245, 368.028, 0,  348.707, 367.973, 0,  353.776, 333.316, 0,  317.502, 328.411, 0
420,  383.338, 366.077, 0,  348.005, 365.907, 0,  353.151, 331.449, 0,  317.198, 326.520, 0
421,  382.462, 364.231, 0,  347.330, 363.886, 0,  352.423, 329.550, 0,  316.660, 324.540, 0
422,  381.457, 362.229, 0,  346.517, 361.773, 0,  351.440, 327.500, 0,  315.992, 322.506, 0
423,  380.518, 360.115, 0,  345.841, 359.642, 0,  350.645, 325.442, 0,  315.320, 320.219, 0
424,  379.686, 357.796, 0,  345.116, 357.587, 0,  349.932, 323.201, 0,  314.758, 318.275, 0
425,  379.030, 355.784, 0,  344.684, 355.345, 0,  349.414, 321.158, 0,  314.477, 315.887, 0
426,  376.000, 352.000, 0,  344.124, 353.571, 0,  349.142, 319.427, 0,  314.302, 314.286, 0
427,  375.000, 350.000, 0,  342.965, 351.635, 0,  347.725, 317.682, 0,  313.167, 312.725, 0
428,  374.000, 349.000, 0,  341.707, 349.952, 0,  346.344, 315.957, 0,  311.744, 310.808, 0
429,  374.700, 348.838, 0,  340.625, 348.405, 0,  344.646, 314.379, 0,  310.101, 309.210, 0
430,  373.789, 347.430, 0,  339.958, 346.737, 0,  344.059, 312.886, 0,  309.552, 307.914, 0
431,  372.000, 344.000, 0,  340.018, 345.556, 0,  344.279, 311.676, 0,  310.110, 306.680, 0
432,  371.000, 343.000, 0,  339.545, 344.000, 0,  344.204, 310.537, 0,  310.393, 305.214, 0
433,  370.000, 341.000, 0,  338.804, 342.804, 0,  343.135, 309.315, 0,  309.513, 304.465, 0
434,  371.016, 342.008, 0,  338.164, 341.691, 0,  342.525, 308.307, 0,  308.996, 303.179, 0
435,  370.726, 341.234, 0,  337.724, 340.558, 0,  342.281, 307.171, 0,  308.983, 302.083, 0
436,  369.653, 340.250, 0,  337.146, 339.720, 0,  341.729, 306.548, 0,  308.603, 301.480, 0
437,  367.000, 337.000, 0,  336.557, 339.057, 0,  341.091, 305.990, 0,  308.300, 300.974, 0
438,  368.650, 339.220, 0,  336.444, 338.494, 0,  341.057, 305.318, 0,  308.335, 300.281, 0
439,  367.000, 336.000, 0,  336.409, 337.956, 0,  340.974, 304.959, 0,  308.540, 299.665, 0
440,  366.000, 336.000, 0,  336.141, 337.577, 0,  340.819, 304.585, 0,  308.536, 299.345, 0
441,  365.000, 335.000, 0,  335.656, 336.892, 0,  340.313, 303.974, 0,  308.272, 298.746, 0
442,  365.000, 335.000, 0,  335.289, 336.579, 0,  340.125, 303.755, 0,  308.068, 298.572, 0
443,  365.000, 335.000, 0,  334.968, 336.557, 0,  339.855, 303.746, 0,  307.830, 298.731, 0
444,  364.000, 335.000, 0,  334.755, 336.316, 0,  339.796, 303.571, 0,  307.918, 298.327, 0
445,  364.000, 334.000, 0,  334.554, 336.102, 0,  339.556, 303.434, 0,  307.826, 298.239, 0
446,  363.000, 334.000, 0,  334.102, 335.847, 0,  339.026, 303.232, 0,  307.468, 298.134, 0
447,  363.000, 334.000, 0,  333.886, 335.671, 0,  339.021, 303.084, 0,  307.534, 297.936, 0
448,  363.000, 334.000, 0,  333.727, 335.344, 0,  338.815, 302.757, 0,  307.419, 297.527, 0
449,  363.000, 333.000, 0,  333.734, 335.195, 0,  338.884, 302.571, 0,  307.466, 297.623, 0
450,  363.000, 333.000, 0,  333.747, 335.032, 0,  338.968, 302.416, 0,  307.616, 297.473, 0
451,  363.000, 333.000, 0,  333.877, 334.929, 0,  339.000, 302.254, 0,  307.586, 297.155, 0
452,  364.000, 333.000, 0,  334.290, 334.987, 0,  339.358, 302.311, 0,  307.762, 297.300, 0
453,  364.000, 333.000, 0,  334.532, 335.057, 0,  339.679, 302.456, 0,  308.031, 297.426, 0
454,  364.000, 333.000, 0,  335.045, 335.365, 0,  340.062, 302.521, 0,  308.460, 297.585, 0
455,  365.000, 334.000, 0,  335.500, 335.562, 0,  340.719, 302.854, 0,  308.938, 297.929, 0
456,  366.000, 334.000, 0,  336.169, 335.962, 0,  341.351, 303.222, 0,  309.455, 298.326, 0
457,  366.000, 334.000, 0,  336.677, 336.677, 0,  342.026, 303.801, 0,  310.156, 299.058, 0
458,  367.000, 335.000, 0,  337.025, 337.329, 0,  342.392, 304.397, 0,  310.454, 299.594, 0
459,  368.000, 336.000, 0,  337.660, 338.069, 0,  343.206, 305.246, 0,  310.949, 300.470, 0
460,  368.000, 337.000, 0,  338.405, 339.245, 0,  343.995, 306.434, 0,  311.760, 301.691, 0
461,  369.000, 338.000, 0,  338.683, 340.407, 0,  344.405, 307.371, 0,  311.987, 302.591, 0
462,  369.000, 339.000, 0,  338.815, 341.631, 0,  344.324, 308.471, 0,  311.768, 303.612, 0
463,  370.000, 341.000, 0,  339.047, 343.359, 0,  344.672, 310.043, 0,  311.925, 305.567, 0
464,  369.000, 342.000, 0,  338.899, 344.655, 0,  344.399, 311.413, 0,  311.596, 306.700, 0
465,  370.000, 343.000, 0,  338.789, 346.096, 0,  344.317, 312.596, 0,  311.118, 307.906, 0
466,  370.000, 345.000, 0,  338.731, 347.684, 0,  344.452, 314.414, 0,  311.167, 309.797, 0
467,  370.000, 347.000, 0,  338.632, 349.386, 0,  344.282, 315.756, 0,  310.899, 311.339, 0
468,  370.000, 349.000, 0,  338.290, 350.917, 0,  344.184, 317.443, 0,  310.387, 312.718, 0
469,  371.222, 352.579, 0,  338.243, 352.840, 0,  343.904, 319.225, 0,  310.259, 314.645, 0
470,  369.000, 353.000, 0,  337.540, 354.716, 0,  343.447, 321.023, 0,  309.514, 316.337, 0
471,  369.000, 354.000, 0,  337.353, 356.676, 0,  343.131, 323.000, 0,  308.929, 318.393, 0
472,  369.000, 357.000, 0,  336.978, 358.618, 0,  342.674, 324.606, 0,  308.109, 320.233, 0
473,  369.000, 359.000, 0,  337.148, 360.659, 0,  342.965, 326.699, 0,  308.237, 322.233, 0
474,  371.632, 362.406, 0,  337.333, 363.268, 0,  343.207, 329.035, 0,  308.295, 324.702, 0
475,  370.000, 364.000, 0,  337.109, 365.410, 0,  343.061, 331.127, 0,  308.004, 326.677, 0
476,  371.439, 367.180, 0,  336.665, 367.676, 0,  342.531, 333.190, 0,  307.233, 328.683, 0
477,  369.000, 368.000, 0,  336.449, 370.257, 0,  342.188, 335.668, 0,  306.620, 331.173, 0
478,  371.417, 371.803, 0,  336.378, 372.715, 0,  342.278, 338.154, 0,  306.509, 333.762, 0
479,  370.000, 374.000, 0,  336.608, 375.386, 0,  342.708, 340.915, 0,  306.641, 336.293, 0
480,  372.413, 377.471, 0,  336.936, 378.335, 0,  343.181, 343.646, 0,  307.114, 339.144, 0
481,  371.000, 380.000, 0,  337.641, 381.118, 0,  343.971, 346.251, 0,  307.635, 341.480, 0
482,  373.746, 383.239, 0,  337.912, 383.778, 0,  344.372, 348.854, 0,  308.065, 344.149, 0
483,  373.786, 384.750, 0,  338.162, 386.386, 0,  344.584, 351.465, 0,  307.906, 346.860, 0
484,  374.531, 388.857, 0,  338.447, 389.157, 0,  345.041, 354.193, 0,  308.265, 349.273, 0
485,  374.836, 391.961, 0,  338.554, 391.907, 0,  345.202, 356.917, 0,  308.432, 352.133, 0
486,  375.587, 394.620, 0,  339.034, 394.847, 0,  345.772, 359.687, 0,  308.707, 354.922, 0
487,  375.993, 397.418, 0,  339.540, 397.465, 0,  346.230, 362.181, 0,  309.004, 357.351, 0
488,  376.788, 400.032, 0,  340.049, 399.995, 0,  346.909, 364.615, 0,  309.471, 359.625, 0
489,  377.777, 402.732, 0,  340.693, 402.629, 0,  347.680, 367.206, 0,  310.264, 362.126, 0
490,  378.228, 405.037, 0,  341.231, 404.918, 0,  348.323, 369.480, 0,  310.718, 364.316, 0
491,  379.025, 407.409, 0,  341.861, 407.212, 0,  348.926, 371.884, 0,  310.945, 366.737, 0
492,  379.555, 409.756, 0,  342.218, 409.768, 0,  349.432, 374.222, 0,  311.429, 369.067, 0
493,  380.314, 412.154, 0,  342.963, 412.065, 0,  350.077, 376.592, 0,  311.937, 371.355, 0
494,  381.012, 414.720, 0,  343.380, 414.662, 0,  350.692, 378.996, 0,  312.287, 373.965, 0
495,  382.107, 416.821, 0,  344.094, 416.887, 0,  351.245, 381.156, 0,  312.636, 376.275, 0
496,  383.078, 418.916, 0,  345.037, 419.037, 0,  352.163, 383.217, 0,  313.242, 378.356, 0
497,  384.634, 421.262, 0,  346.344, 420.953, 0,  353.605, 385.019, 0,  314.585, 379.669, 0
498,  386.006, 423.246, 0,  347.741, 422.884, 0,  355.156, 387.046, 0,  316.114, 381.490, 0
499,  386.920, 424.841, 0,  348.321, 424.597, 0,  355.944, 388.719, 0,  316.821, 383.269, 0
500,  387.908, 426.590, 0,  349.329, 426.174, 0,  357.022, 390.250, 0,  317.878, 384.742, 0
501,  388.497, 428.170, 0,  350.109, 427.715, 0,  357.680, 391.866, 0,  318.689, 386.300, 0
502,  388.943, 429.460, 0,  350.355, 429.155, 0,  357.985, 393.266, 0,  318.866, 387.926, 0
503,  389.452, 430.554, 0,  350.778, 430.160, 0,  358.531, 394.391, 0,  319.284, 389.027, 0
504,  390.203, 431.727, 0,  351.421, 431.217, 0,  359.219, 395.346, 0,  319.949, 389.646, 0
505,  390.364, 432.237, 0,  351.794, 431.744, 0,  359.689, 395.817, 0,  320.549, 390.199, 0
506,  390.616, 432.305, 0,  351.903, 431.845, 0,  359.862, 395.949, 0,  320.681, 390.465, 0
507,  390.570, 432.099, 0,  351.859, 431.837, 0,  359.783, 395.935, 0,  320.480, 390.715, 0
508,  390.322, 431.690, 0,  351.450, 431.389, 0,  359.391, 395.595, 0,  319.948, 390.413, 0
509,  390.192, 431.163, 0,  351.365, 430.986, 0,  359.073, 395.073, 0,  319.736, 389.872, 0
