-2.403,24.739,9.114
-2.397,24.738,9.098
-2.395,24.751,9.082
-2.371,24.765,9.08
-2.349,24.779,9.082
-2.325,24.796,9.076
-2.275,24.817,9.063
-2.211,24.844,9.047
-2.14,24.89,9.01
-2.035,24.941,8.96
-1.928,24.994,8.909
-1.829,25.045,8.831
-1.724,25.1,8.769
-1.583,25.161,8.703
-1.44,25.24,8.657
-1.299,25.299,8.589
-1.169,25.369,8.54
-1.046,25.429,8.492
-0.921,25.471,8.445
-0.791,25.529,8.397
-0.666,25.586,8.335
-0.528,25.647,8.289
-0.389,25.7,8.24
-0.261,25.756,8.192
-0.139,25.808,8.155
-0.038,25.841,8.132
0.082,25.891,8.123
0.205,25.944,8.093
0.348,25.994,8.065
0.475,26.045,8.029
0.629,26.102,8.009
0.804,26.155,7.955
0.981,26.222,7.91
1.182,26.299,7.869
1.396,26.369,7.814
1.618,26.433,7.771
1.848,26.503,7.704
2.082,26.564,7.649
2.285,26.627,7.599
2.446,26.655,7.542
2.593,26.682,7.491
2.708,26.741,7.449
2.817,26.761,7.42
2.917,26.771,7.377
2.999,26.782,7.365
3.052,26.803,7.364
3.108,26.807,7.343
3.191,26.827,7.315
3.268,26.847,7.281
3.387,26.855,7.244
3.475,26.889,7.229
3.574,26.912,7.217
3.71,26.948,7.197
3.86,26.981,7.213
4.008,27.009,7.2
4.171,27.045,7.194
4.327,27.075,7.164
4.451,27.096,7.15
4.546,27.117,7.144
4.619,27.12,7.133
4.69,27.148,7.137
4.797,27.152,7.12
4.912,27.17,7.088
5.037,27.199,7.051
5.172,27.207,6.989
5.266,27.22,6.926
5.382,27.219,6.848
5.509,27.236,6.781
5.615,27.246,6.716
5.735,27.251,6.678
5.823,27.262,6.632
5.934,27.253,6.571
6.031,27.259,6.501
6.147,27.254,6.427
6.227,27.257,6.354
6.311,27.26,6.264
6.366,27.251,6.184
6.429,27.248,6.124
6.489,27.233,6.05
6.537,27.226,5.998
6.586,27.22,5.927
6.64,27.205,5.852
6.705,27.201,5.801
6.763,27.198,5.77
6.853,27.201,5.718
6.948,27.19,5.676
7.084,27.197,5.605
7.198,27.183,5.51
7.324,27.186,5.409
7.451,27.154,5.289
7.566,27.127,5.144
7.697,27.098,5.003
7.846,27.057,4.826
7.993,27.035,4.673
8.173,27,4.523
8.312,26.964,4.373
8.511,26.933,4.245
8.7,26.913,4.141
8.899,26.886,4.066
9.101,26.877,3.993
9.311,26.862,3.949
9.533,26.863,3.929
9.73,26.847,3.929
9.929,26.847,3.925
10.148,26.843,3.896
10.418,26.825,3.867
10.731,26.79,3.818
11.041,26.766,3.76
11.307,26.714,3.708
11.542,26.67,3.653
11.767,26.636,3.571
11.996,26.578,3.492
12.267,26.512,3.391
12.586,26.434,3.266
12.885,26.356,3.197
13.078,26.323,3.146
13.243,26.293,3.149
13.36,26.277,3.194
13.473,26.287,3.284
13.587,26.297,3.357
13.72,26.313,3.453
13.839,26.326,3.604
13.931,26.369,3.771
13.975,26.424,3.961
13.977,26.471,4.189
13.967,26.554,4.428
13.97,26.617,4.662
13.994,26.68,4.896
14.02,26.726,5.15
14.05,26.799,5.415
14.137,26.829,5.616
14.27,26.85,5.794
14.441,26.835,5.957
14.637,26.831,6.085
14.882,26.797,6.163
15.093,26.751,6.217
15.349,26.691,6.242
15.61,26.639,6.257
15.831,26.586,6.289
16.067,26.524,6.295
16.227,26.49,6.322
16.334,26.465,6.378
16.445,26.447,6.455
16.508,26.434,6.537
16.537,26.451,6.642
16.522,26.488,6.775
16.505,26.508,6.916
16.477,26.53,7.041
16.436,26.58,7.209
16.354,26.623,7.368
16.346,26.66,7.534
16.335,26.68,7.654
16.346,26.681,7.797
16.395,26.698,7.911
16.444,26.707,8.02
16.525,26.685,8.108
16.587,26.676,8.161
16.644,26.669,8.222
16.719,26.658,8.26
16.772,26.652,8.282
16.824,26.642,8.288
16.893,26.623,8.311
16.94,26.61,8.319
16.973,26.624,8.33
17.007,26.628,8.317
17.025,26.634,8.358
17.059,26.636,8.384
17.051,26.642,8.424
17.031,26.651,8.477
17.01,26.674,8.551
16.992,26.711,8.675
16.933,26.745,8.799
16.858,26.766,8.942
16.806,26.811,9.101
16.765,26.839,9.261
16.656,26.883,9.46
16.584,26.915,9.622
16.46,26.955,9.853
16.41,26.979,10.034
16.318,27.028,10.246
16.253,27.046,10.421
16.186,27.069,10.584
16.124,27.092,10.706
16.144,27.078,10.837
16.161,27.071,10.909
16.191,27.076,10.958
16.213,27.083,10.982
16.239,27.077,10.994
16.299,27.074,11.035
16.348,27.067,11.023
16.413,27.051,10.999
16.427,27.051,11.001
16.399,27.074,11.002
16.319,27.115,11.005
16.242,27.133,11.062
16.162,27.185,11.098
16.126,27.2,11.136
16.101,27.211,11.192
16.154,27.214,11.268
16.2,27.197,11.343
16.241,27.19,11.448
16.257,27.178,11.534
16.24,27.189,11.616
16.209,27.204,11.67
16.155,27.23,11.72
16.136,27.238,11.768
16.113,27.238,11.833
16.109,27.243,11.885
16.104,27.229,11.926
16.075,27.236,11.966
16.038,27.246,12.02
15.985,27.256,12.046
15.939,27.275,12.097
15.932,27.283,12.135
15.931,27.274,12.169
15.916,27.283,12.2
15.896,27.288,12.263
15.889,27.276,12.303
15.896,27.272,12.368
15.912,27.265,12.43
15.915,27.26,12.478
15.963,27.243,12.529
16.018,27.227,12.573
16.039,27.23,12.607
16.075,27.229,12.648
16.106,27.237,12.674
16.144,27.223,12.711
16.175,27.216,12.725
16.2,27.225,12.737
16.217,27.238,12.737
16.228,27.24,12.748
16.197,27.257,12.738
16.204,27.272,12.721
16.261,27.264,12.709
16.344,27.253,12.714
16.448,27.232,12.705
16.56,27.199,12.708
16.627,27.213,12.688
16.695,27.2,12.675
16.714,27.208,12.668
16.73,27.229,12.671
16.736,27.227,12.697
16.744,27.229,12.716
16.76,27.238,12.745
16.785,27.234,12.766
16.825,27.227,12.792
16.852,27.225,12.817
16.892,27.206,12.856
16.946,27.195,12.887
16.98,27.197,12.929
17.005,27.198,12.945
17.022,27.204,12.956
17.072,27.198,12.953
17.132,27.178,12.962
17.183,27.179,12.971
17.257,27.16,13.005
17.304,27.151,13.053
17.349,27.146,13.106
17.391,27.133,13.156
17.41,27.126,13.217
17.436,27.103,13.318
17.427,27.114,13.426
17.441,27.1,13.565
17.432,27.093,13.706
17.442,27.068,13.88
17.446,27.074,14.046
17.46,27.02,14.225
17.424,27.013,14.393
17.342,27.01,14.549
17.232,27.016,14.711
17.083,27.012,14.863
16.913,27.011,15.012
16.7,27.05,15.144
16.443,27.068,15.264
16.177,27.085,15.414
15.874,27.113,15.532
15.573,27.134,15.692
15.265,27.126,15.863
14.949,27.148,16.045
14.611,27.152,16.21
14.232,27.149,16.405
13.912,27.09,16.642
13.639,27.051,16.834
13.536,27.007,16.977
13.509,26.964,17.054
13.625,26.943,17.094
13.778,26.919,17.149
13.96,26.906,17.156
14.128,26.922,17.111
14.245,26.937,17.037
14.309,26.975,16.945
14.324,27.015,16.86
14.343,27.015,16.827
14.411,27.004,16.829
14.414,27.012,16.824
14.44,27.018,16.84
14.427,27.016,16.879
14.397,26.993,16.922
14.353,26.982,16.965
14.307,26.973,16.994
14.22,26.952,17.064
14.109,26.92,17.133
13.986,26.888,17.215
13.892,26.874,17.29
13.804,26.84,17.334
13.709,26.838,17.406
13.621,26.813,17.455
13.503,26.798,17.505
13.394,26.792,17.535
13.27,26.791,17.557
13.124,26.77,17.556
13.008,26.756,17.572
12.941,26.755,17.586
12.908,26.761,17.572
12.915,26.775,17.551
12.956,26.779,17.513
13.001,26.801,17.475
13.058,26.816,17.424
13.091,26.844,17.343
13.091,26.872,17.277
13.088,26.896,17.225
13.039,26.923,17.143
13.037,26.943,17.08
13.064,26.971,17.014
13.125,26.971,16.973
13.167,26.99,16.923
13.207,27.006,16.852
13.208,27.024,16.803
13.167,27.021,16.748
13.1,27.028,16.741
13.056,27.008,16.77
12.985,26.984,16.808
12.888,26.958,16.835
12.785,26.937,16.874
12.7,26.92,16.918
12.598,26.878,16.956
12.426,26.835,16.998
12.222,26.783,17.036
12.036,26.741,17.055
11.899,26.708,17.048
11.801,26.696,17.061
11.686,26.67,17.043
11.536,26.638,17.02
11.393,26.608,16.998
11.278,26.583,16.965
11.187,26.547,16.938
11.07,26.502,16.949
10.939,26.443,16.981
10.856,26.376,17.001
10.797,26.298,17.05
10.774,26.213,17.111
10.769,26.099,17.191
10.765,25.97,17.267
10.776,25.81,17.344
10.757,25.641,17.405
10.725,25.454,17.405
10.642,25.313,17.35
10.553,25.247,17.168
10.461,25.192,16.985
10.409,25.151,16.786
10.379,25.104,16.578
10.359,25.068,16.377
10.319,25.033,16.154
10.252,25.062,15.885
10.175,25.108,15.6
10.129,25.17,15.37
10.103,25.248,15.141
10.074,25.333,14.896
10.048,25.421,14.697
10.034,25.506,14.528
10.024,25.598,14.346
10.014,25.701,14.181
10.012,25.756,14.034
10.034,25.841,13.914
10.062,25.922,13.826
10.059,26.032,13.654
10.056,26.173,13.494
10.053,26.338,13.335
10.06,26.488,13.194
10.068,26.611,13.099
10.101,26.698,13.054
10.174,26.75,13.094
10.267,26.758,13.166
10.32,26.761,13.317
10.361,26.751,13.412
10.397,26.758,13.465
10.475,26.757,13.528
10.558,26.781,13.531
10.604,26.806,13.494
10.646,26.829,13.389
10.675,26.848,13.289
10.724,26.86,13.204
10.74,26.878,13.152
10.808,26.862,13.087
10.822,26.889,13.022
10.89,26.871,13.004
10.939,26.87,12.988
11.003,26.872,12.941
11.038,26.861,12.885
11.078,26.856,12.831
11.072,26.863,12.781
11.115,26.859,12.716
11.141,26.86,12.671
11.139,26.868,12.619
11.138,26.863,12.514
11.096,26.888,12.375
11.121,26.897,12.249
11.143,26.939,12.153
11.206,26.966,12.035
11.254,26.999,11.892
11.3,27.018,11.76
11.355,27.023,11.717
11.394,27.028,11.739
11.408,27.036,11.699
11.388,27.032,11.668
11.352,27.014,11.623
11.29,26.994,11.583
11.218,26.996,11.54
11.194,26.961,11.419
11.117,26.932,11.308
11.047,26.918,11.196
10.99,26.922,11.071
10.974,26.906,10.928
10.936,26.896,10.792
10.892,26.877,10.641
10.877,26.863,10.442
10.867,26.846,10.294
10.888,26.836,10.148
10.86,26.83,10.015
10.85,26.804,9.831
10.852,26.786,9.657
10.846,26.775,9.532
10.876,26.757,9.394
10.874,26.723,9.272
10.925,26.71,9.172
10.943,26.702,9.089
10.981,26.682,8.999
10.977,26.668,8.912
10.972,26.635,8.735
10.975,26.623,8.586
10.97,26.611,8.485
10.997,26.611,8.375
11.016,26.613,8.305
11.057,26.62,8.217
11.116,26.638,8.145
11.171,26.633,8.073
11.215,26.656,7.984
11.234,26.653,7.927
11.304,26.648,7.889
11.351,26.648,7.905
11.406,26.675,7.876
11.475,26.695,7.828
11.531,26.697,7.793
11.614,26.703,7.749
11.657,26.716,7.721
11.713,26.718,7.691
11.783,26.728,7.69
11.866,26.743,7.678
11.921,26.759,7.65
11.988,26.77,7.617
12.017,26.771,7.605
12.033,26.768,7.613
12.052,26.763,7.626
12.074,26.766,7.638
12.082,26.773,7.634
12.107,26.775,7.604
12.112,26.785,7.577
12.101,26.794,7.579
12.094,26.784,7.615
12.129,26.801,7.646
12.167,26.811,7.656
12.2,26.815,7.612
12.258,26.819,7.61
12.343,26.841,7.618
12.405,26.869,7.631
12.492,26.867,7.615
12.562,26.873,7.579
12.635,26.882,7.55
12.737,26.912,7.595
12.838,26.921,7.611
12.874,26.95,7.628
12.923,26.95,7.657
12.963,26.959,7.661
13.003,26.97,7.652
13.061,26.988,7.664
13.132,26.989,7.647
13.206,27.005,7.589
13.315,27.018,7.523
13.507,27.047,7.439
13.71,27.073,7.342
13.947,27.097,7.206
14.184,27.138,7.076
14.43,27.151,6.955
14.68,27.183,6.836
14.859,27.182,6.751
14.981,27.188,6.675
15.098,27.191,6.649
15.17,27.205,6.633
15.221,27.207,6.622
15.243,27.209,6.647
15.29,27.221,6.658
15.356,27.239,6.69
15.412,27.242,6.704
15.466,27.258,6.711
15.576,27.269,6.724
