0.569,20.696,6.402
0.577,20.691,6.407
0.564,20.694,6.427
0.562,20.691,6.427
0.571,20.692,6.437
0.587,20.716,6.449
0.614,20.726,6.451
0.627,20.746,6.485
0.637,20.741,6.495
0.635,20.736,6.518
0.646,20.741,6.514
0.644,20.749,6.52
0.654,20.754,6.507
0.67,20.749,6.51
0.66,20.75,6.527
0.647,20.749,6.526
0.64,20.748,6.536
0.641,20.746,6.513
0.627,20.743,6.494
0.599,20.733,6.5
0.58,20.72,6.506
0.562,20.718,6.527
0.557,20.717,6.519
0.555,20.719,6.542
0.556,20.721,6.556
0.593,20.72,6.557
0.624,20.73,6.544
0.674,20.741,6.512
0.692,20.741,6.527
0.714,20.745,6.528
0.72,20.76,6.566
0.732,20.768,6.585
0.747,20.785,6.626
0.761,20.786,6.651
0.765,20.796,6.661
0.767,20.794,6.654
0.757,20.787,6.665
0.745,20.78,6.646
0.746,20.779,6.64
0.733,20.768,6.613
0.721,20.763,6.606
0.699,20.77,6.626
0.678,20.752,6.604
0.645,20.741,6.616
0.634,20.734,6.613
0.627,20.734,6.606
0.628,20.733,6.601
0.63,20.735,6.601
0.637,20.739,6.6
0.651,20.739,6.593
0.664,20.746,6.577
0.678,20.745,6.571
0.686,20.754,6.571
0.705,20.751,6.546
0.701,20.745,6.515
0.675,20.743,6.51
0.644,20.732,6.483
0.624,20.739,6.486
0.612,20.725,6.455
0.61,20.722,6.476
0.595,20.709,6.457
0.587,20.695,6.458
0.573,20.69,6.474
0.561,20.694,6.496
0.574,20.703,6.528
0.608,20.709,6.541
0.646,20.727,6.574
0.713,20.75,6.604
0.797,20.779,6.646
0.907,20.817,6.7
0.999,20.838,6.776
1.09,20.879,6.857
1.229,20.92,6.941
1.358,20.966,6.989
1.456,21,6.981
1.536,21.015,6.985
1.58,21.023,6.976
1.583,21.018,6.919
1.532,20.992,6.861
1.466,20.963,6.823
1.374,20.94,6.741
1.307,20.9,6.633
1.227,20.873,6.563
1.172,20.85,6.521
1.128,20.825,6.557
1.121,20.827,6.613
1.1,20.825,6.659
1.045,20.822,6.669
0.984,20.811,6.698
0.969,20.795,6.72
0.943,20.782,6.723
0.867,20.772,6.716
0.796,20.733,6.675
0.694,20.7,6.668
0.622,20.671,6.634
0.572,20.65,6.598
0.568,20.636,6.529
0.551,20.625,6.42
0.549,20.599,6.289
0.573,20.594,6.168
0.612,20.575,6.02
0.674,20.568,5.91
0.727,20.565,5.796
0.773,20.58,5.687
0.816,20.571,5.606
0.841,20.568,5.545
0.853,20.558,5.484
0.841,20.564,5.456
0.869,20.573,5.451
0.916,20.572,5.417
0.94,20.57,5.4
0.932,20.579,5.384
0.925,20.566,5.339
0.916,20.554,5.292
0.917,20.55,5.271
0.912,20.542,5.24
0.917,20.541,5.179
0.919,20.561,5.134
0.936,20.536,5.038
0.935,20.513,4.976
0.915,20.5,4.886
0.895,20.482,4.804
0.894,20.461,4.719
0.919,20.459,4.666
0.925,20.467,4.604
0.961,20.461,4.565
1.004,20.463,4.524
1.046,20.473,4.458
1.108,20.477,4.4
1.162,20.5,4.358
1.217,20.49,4.28
1.287,20.486,4.208
1.369,20.503,4.129
1.477,20.531,4.074
1.59,20.535,4.026
1.677,20.542,3.954
1.756,20.557,3.882
1.824,20.567,3.835
1.884,20.557,3.741
1.946,20.547,3.665
2.015,20.552,3.595
2.076,20.547,3.531
2.172,20.536,3.447
2.247,20.557,3.394
2.314,20.558,3.32
2.401,20.542,3.241
2.477,20.543,3.178
2.526,20.551,3.126
2.599,20.555,3.072
2.683,20.577,3.056
2.731,20.585,3.032
2.764,20.597,3.017
2.768,20.597,2.989
2.743,20.6,2.959
2.749,20.604,2.941
2.773,20.613,2.917
2.818,20.638,2.87
2.863,20.644,2.82
2.961,20.664,2.752
3.06,20.674,2.704
3.147,20.681,2.643
3.183,20.68,2.624
3.239,20.686,2.598
3.269,20.699,2.596
3.315,20.706,2.588
3.34,20.72,2.584
3.375,20.738,2.577
3.402,20.764,2.58
3.412,20.787,2.583
3.431,20.804,2.579
3.468,20.801,2.575
3.492,20.819,2.567
3.539,20.83,2.538
3.607,20.852,2.522
3.689,20.869,2.491
3.755,20.884,2.468
3.807,20.901,2.423
3.851,20.912,2.393
3.903,20.935,2.359
3.951,20.943,2.324
3.993,20.971,2.296
4.047,21.014,2.26
4.088,21.059,2.213
4.11,21.094,2.188
4.106,21.122,2.169
4.101,21.141,2.147
4.111,21.168,2.1
4.162,21.21,2.043
4.285,21.252,1.996
4.447,21.279,1.924
4.596,21.324,1.889
4.711,21.362,1.907
4.758,21.383,1.917
4.71,21.378,1.926
4.642,21.379,1.947
4.57,21.395,2.037
4.499,21.395,2.114
4.45,21.396,2.208
4.394,21.394,2.313
4.314,21.41,2.408
4.229,21.416,2.525
4.143,21.461,2.658
4.068,21.476,2.772
4.019,21.512,2.898
3.972,21.54,3.018
3.989,21.576,3.137
4.047,21.632,3.247
4.109,21.668,3.308
4.203,21.725,3.357
4.305,21.753,3.386
4.378,21.777,3.382
4.468,21.781,3.337
4.579,21.798,3.275
4.683,21.796,3.219
4.735,21.803,3.143
4.767,21.795,3.077
4.785,21.804,3.035
4.757,21.819,3.027
4.724,21.831,3.05
4.675,21.857,3.068
4.663,21.897,3.1
4.65,21.959,3.133
4.64,22.007,3.165
4.616,22.051,3.187
4.577,22.082,3.198
4.534,22.121,3.231
4.498,22.152,3.248
4.481,22.174,3.265
4.461,22.198,3.28
4.459,22.205,3.289
4.45,22.201,3.29
4.43,22.194,3.295
4.429,22.192,3.299
4.411,22.2,3.318
4.377,22.189,3.348
4.304,22.157,3.343
4.257,22.125,3.359
4.199,22.123,3.381
4.118,22.117,3.399
4.019,22.12,3.412
3.92,22.103,3.439
3.842,22.111,3.461
3.765,22.114,3.469
3.694,22.119,3.467
3.639,22.139,3.458
3.564,22.16,3.426
3.473,22.18,3.378
3.395,22.199,3.327
3.321,22.214,3.282
3.323,22.214,3.199
3.322,22.217,3.143
3.343,22.247,3.066
3.307,22.254,2.994
3.282,22.242,2.92
3.251,22.233,2.854
3.256,22.232,2.808
3.259,22.22,2.767
3.299,22.25,2.718
3.356,22.28,2.657
3.378,22.275,2.584
3.399,22.304,2.499
3.405,22.334,2.437
3.397,22.329,2.372
3.391,22.344,2.305
3.372,22.389,2.247
3.307,22.371,2.195
3.232,22.383,2.168
3.158,22.378,2.15
3.084,22.354,2.154
3.01,22.313,2.162
2.983,22.3,2.18
2.951,22.286,2.175
2.904,22.26,2.177
2.836,22.261,2.196
2.795,22.245,2.207
2.747,22.226,2.235
2.676,22.214,2.232
2.613,22.227,2.256
2.59,22.22,2.248
2.58,22.207,2.266
2.535,22.216,2.285
2.462,22.185,2.31
2.37,22.168,2.325
2.301,22.134,2.348
2.227,22.122,2.381
2.157,22.085,2.433
2.082,22.052,2.488
1.971,22.007,2.514
1.889,21.974,2.55
1.802,21.915,2.55
1.711,21.866,2.563
1.615,21.829,2.565
1.53,21.814,2.566
1.412,21.797,2.559
1.283,21.822,2.55
1.166,21.838,2.544
1.077,21.862,2.512
1.038,21.903,2.451
1.034,21.922,2.374
1.047,21.953,2.291
1.068,21.974,2.18
1.117,21.967,2.038
1.184,21.939,1.924
1.223,21.898,1.816
1.227,21.86,1.735
1.2,21.817,1.661
1.161,21.787,1.621
1.097,21.76,1.605
1.028,21.75,1.617
0.969,21.742,1.668
0.932,21.742,1.695
0.919,21.739,1.716
0.91,21.74,1.731
0.914,21.765,1.737
0.935,21.763,1.739
0.948,21.769,1.735
0.943,21.756,1.714
0.931,21.757,1.663
0.934,21.75,1.623
0.933,21.762,1.59
0.924,21.785,1.574
0.904,21.803,1.571
0.874,21.826,1.571
0.875,21.865,1.571
0.838,21.898,1.587
0.759,21.911,1.634
0.65,21.89,1.642
0.502,21.86,1.672
0.386,21.843,1.737
0.245,21.815,1.804
0.096,21.785,1.893
-0.113,21.734,1.977
-0.35,21.68,2.087
-0.631,21.601,2.216
-0.926,21.508,2.362
-1.249,21.407,2.516
-1.54,21.3,2.687
-1.851,21.202,2.857
-2.11,21.101,3.045
-2.359,20.996,3.185
-2.528,20.925,3.313
-2.642,20.857,3.398
-2.719,20.813,3.483
-2.823,20.749,3.571
-2.949,20.643,3.625
-3.053,20.538,3.654
-3.127,20.484,3.701
-3.182,20.431,3.741
-3.22,20.359,3.75
-3.25,20.322,3.75
-3.264,20.293,3.719
-3.29,20.268,3.713
-3.336,20.242,3.706
-3.376,20.204,3.712
-3.437,20.2,3.718
-3.457,20.203,3.732
-3.475,20.221,3.781
-3.516,20.241,3.807
-3.515,20.261,3.821
-3.522,20.291,3.837
-3.53,20.313,3.817
-3.521,20.338,3.793
-3.47,20.391,3.78
-3.39,20.46,3.734
-3.248,20.55,3.681
-3.071,20.669,3.636
-2.858,20.81,3.555
-2.661,20.92,3.446
-2.527,20.997,3.387
-2.454,20.99,3.324
-2.436,20.98,3.266
-2.442,20.973,3.266
-2.483,20.949,3.27
-2.52,20.942,3.278
-2.523,20.953,3.274
-2.481,21.001,3.28
-2.438,21.021,3.287
-2.389,21.053,3.287
-2.331,21.084,3.245
-2.246,21.128,3.2
-2.156,21.154,3.132
-2.075,21.204,3.088
-2.002,21.253,3.006
-1.901,21.313,2.91
-1.822,21.379,2.833
-1.748,21.444,2.791
-1.724,21.493,2.759
-1.711,21.536,2.734
-1.699,21.559,2.721
-1.693,21.589,2.723
-1.715,21.616,2.734
-1.758,21.645,2.739
-1.786,21.661,2.762
-1.795,21.68,2.768
-1.817,21.701,2.757
-1.833,21.715,2.754
-1.837,21.73,2.743
-1.848,21.748,2.71
-1.865,21.76,2.688
-1.862,21.775,2.692
-1.867,21.798,2.699
-1.9,21.809,2.706
-1.983,21.78,2.707
-2.073,21.76,2.739
-2.168,21.717,2.767
-2.239,21.671,2.812
-2.341,21.61,2.831
-2.479,21.542,2.882
-2.591,21.49,2.916
-2.673,21.441,2.968
-2.77,21.395,2.997
-2.862,21.377,3.01
-2.893,21.383,3.016
-2.894,21.412,2.997
-2.888,21.438,2.972
-2.856,21.48,2.954
-2.838,21.525,2.914
-2.808,21.566,2.847
-2.806,21.605,2.791
-2.811,21.644,2.708
-2.808,21.674,2.591
-2.797,21.674,2.353
-2.802,21.622,2.046
-2.859,21.632,1.839
-2.88,21.731,1.823
-2.913,21.864,1.88
-2.965,21.974,1.982
-2.963,22.098,2.07
-2.971,22.169,2.111
-3.043,22.168,2.13
-3.098,22.157,2.189
-3.111,22.147,2.276
-3.099,22.15,2.405
-3.068,22.149,2.555
-3.041,22.118,2.689
-3.033,22.088,2.838
-3.064,22.023,2.952
-3.113,21.955,3.019
-3.061,21.969,3.075
-3.036,22.002,3.115
-3.016,22.044,3.126
-2.983,22.101,3.138
-2.95,22.172,3.141
-2.913,22.252,3.211
-2.91,22.352,3.304
-2.952,22.426,3.443
-3.076,22.423,3.532
-3.203,22.388,3.608
-3.27,22.393,3.645
-3.278,22.402,3.643
-3.194,22.458,3.588
-3.046,22.509,3.513
-2.856,22.569,3.44
-2.693,22.636,3.343
-2.534,22.66,3.275
-2.44,22.674,3.215
-2.387,22.693,3.179
-2.361,22.689,3.14
-2.341,22.692,3.109
-2.348,22.704,3.102
-2.36,22.719,3.115
-2.368,22.729,3.129
-2.38,22.747,3.133
-2.394,22.757,3.124
-2.409,22.778,3.107
-2.42,22.797,3.1
-2.413,22.81,3.091
-2.408,22.82,3.085
-2.403,22.847,3.066
-2.414,22.849,3.034
-2.419,22.868,3.011
-2.429,22.911,2.997
-2.441,22.921,2.98
-2.439,22.967,2.987
-2.464,22.978,2.958
-2.473,23.002,2.934
-2.463,23.028,2.934
-2.449,23.033,2.916
-2.442,23.047,2.889
-2.443,23.061,2.869
-2.441,23.067,2.83
-2.425,23.094,2.809
-2.413,23.101,2.802
-2.4,23.11,2.786
-2.405,23.127,2.775
-2.43,23.139,2.764
-2.447,23.158,2.76
-2.458,23.183,2.774
-2.478,23.223,2.788
-2.495,23.254,2.768
-2.541,23.274,2.74
-2.645,23.237,2.561
-2.672,23.232,2.441
-2.676,23.32,2.409
-2.636,23.375,2.406
-2.623,23.447,2.462
-2.573,23.535,2.55
-2.521,23.587,2.624
-2.511,23.591,2.66
-2.544,23.564,2.66
-2.574,23.529,2.675
-2.553,23.523,2.717
-2.504,23.509,2.747
-2.472,23.481,2.766
-2.442,23.449,2.772
-2.418,23.471,2.775
-2.406,23.499,2.803
-2.363,23.53,2.843
-2.326,23.584,2.905
-2.329,23.598,2.967
-2.327,23.612,3.003
-2.325,23.607,3.03
-2.333,23.611,3.045
-2.359,23.608,3.09
-2.402,23.619,3.111
-2.42,23.617,3.144
-2.419,23.617,3.157
-2.419,23.631,3.173
-2.394,23.649,3.184
-2.358,23.67,3.21
-2.327,23.706,3.225
-2.261,23.744,3.277
-2.22,23.781,3.312
-2.192,23.806,3.351
-2.136,23.854,3.429
-2.118,23.906,3.5
-2.084,23.934,3.595
-2.073,23.966,3.655
-2.06,24.002,3.726
-2.025,24.042,3.789
-1.962,24.101,3.879
-1.922,24.156,3.968
-1.846,24.213,4.089
-1.79,24.311,4.207
-1.728,24.365,4.322
-1.659,24.429,4.443
-1.594,24.501,4.537
-1.507,24.559,4.676
-1.437,24.632,4.808
-1.403,24.692,4.923
-1.377,24.729,5.036
-1.388,24.75,5.118
-1.408,24.763,5.213
-1.399,24.775,5.302
-1.424,24.793,5.392
-1.402,24.819,5.488
-1.394,24.847,5.558
-1.385,24.866,5.636
-1.382,24.874,5.707
-1.337,24.898,5.754
-1.301,24.939,5.829
-1.249,24.971,5.875
-1.214,24.994,5.911
-1.176,25.034,5.929
-1.104,25.059,5.939
-1.039,25.093,5.93
-0.958,25.116,5.9
-0.896,25.148,5.854
-0.841,25.154,5.842
-0.794,25.168,5.815
-0.766,25.187,5.775
-0.709,25.197,5.74
-0.65,25.212,5.723
-0.611,25.23,5.72
-0.595,25.249,5.736
-0.572,25.275,5.777
-0.54,25.281,5.835
-0.511,25.305,5.882
-0.499,25.335,5.974
-0.489,25.354,6.051
-0.461,25.372,6.136
-0.47,25.392,6.247
-0.484,25.406,6.329
-0.494,25.41,6.425
-0.505,25.424,6.523
-0.525,25.454,6.643
-0.542,25.46,6.761
-0.565,25.461,6.885
-0.6,25.466,7.004
-0.605,25.482,7.129
-0.608,25.497,7.233
-0.618,25.505,7.327
-0.648,25.503,7.423
-0.701,25.5,7.527
-0.748,25.474,7.617
-0.803,25.469,7.723
-0.863,25.447,7.823
-0.903,25.423,7.93
-0.967,25.423,8.051
-1.017,25.397,8.15
-1.071,25.382,8.236
-1.119,25.383,8.35
-1.185,25.351,8.459
-1.237,25.335,8.573
-1.299,25.303,8.683
-1.357,25.288,8.78
-1.399,25.289,8.884
-1.411,25.275,8.986
-1.426,25.264,9.077
-1.449,25.264,9.162
-1.478,25.25,9.212
-1.466,25.258,9.274
-1.458,25.26,9.357
-1.446,25.281,9.417
-1.45,25.272,9.48
-1.484,25.249,9.518
-1.537,25.217,9.56
-1.619,25.175,9.602
-1.725,25.127,9.653
-1.821,25.074,9.688
-1.924,25.026,9.753
-2.009,24.978,9.79
-2.111,24.928,9.853
-2.222,24.861,9.914
-2.321,24.802,9.95
-2.426,24.747,9.961
-2.522,24.689,9.942
-2.611,24.651,9.932
-2.689,24.598,9.904
-2.751,24.562,9.864
-2.787,24.53,9.825
-2.786,24.532,9.764
-2.777,24.542,9.693
-2.729,24.566,9.612
-2.684,24.601,9.532
-2.62,24.647,9.466
-2.554,24.667,9.396
-2.511,24.696,9.353
-2.472,24.715,9.305
-2.446,24.717,9.269
-2.434,24.719,9.222
-2.43,24.725,9.184
-2.423,24.73,9.154
-2.417,24.737,9.134
